,country,year,total,sex,suicides_no,population
6048,Estonia,1996,1827.0,female,2,96311
6049,Estonia,1996,1827.0,female,0,104236
6050,Estonia,1997,1827.0,male,20,17817
6051,Estonia,1997,1827.0,male,193,176261
6052,Estonia,1997,1827.0,male,117,119232
6053,Estonia,1997,1827.0,male,60,92544
6054,Estonia,1997,1827.0,male,36,98971
6055,Estonia,1997,1827.0,female,15,51893
6056,Estonia,1997,1827.0,female,34,179234
6057,Estonia,1997,1827.0,female,29,196914
6058,Estonia,1997,1827.0,female,7,94741
6059,Estonia,1997,1827.0,female,6,95553
6060,Estonia,1997,1827.0,male,5,106361
6061,Estonia,1997,1827.0,female,0,101713
6062,Estonia,1998,1827.0,male,123,118242
6063,Estonia,1998,1827.0,male,166,176185
6064,Estonia,1998,1827.0,male,11,18044
6065,Estonia,1998,1827.0,male,55,91671
6066,Estonia,1998,1827.0,male,36,99239
6067,Estonia,1998,1827.0,female,14,53166
6068,Estonia,1998,1827.0,female,32,197231
6069,Estonia,1998,1827.0,female,25,176820
6070,Estonia,1998,1827.0,female,5,95878
6071,Estonia,1998,1827.0,male,5,103157
6072,Estonia,1998,1827.0,female,4,93664
6073,Estonia,1998,1827.0,female,1,98422
6074,Estonia,1999,1827.0,male,23,18414
6075,Estonia,1999,1827.0,male,101,116703
6076,Estonia,1999,1827.0,male,148,176841
6077,Estonia,1999,1827.0,male,54,91164
6078,Estonia,1999,1827.0,male,47,100216
6079,Estonia,1999,1827.0,female,22,54852
6080,Estonia,1999,1827.0,female,35,198278
6081,Estonia,1999,1827.0,female,26,173742
6082,Estonia,1999,1827.0,female,7,96708
6083,Estonia,1999,1827.0,female,3,92980
6084,Estonia,1999,1827.0,male,2,99045
6085,Estonia,1999,1827.0,female,0,94255
6086,Estonia,2000,1827.0,male,19,19265
6087,Estonia,2000,1827.0,male,136,185960
6088,Estonia,2000,1827.0,male,66,118085
6089,Estonia,2000,1827.0,male,38,97425
6090,Estonia,2000,1827.0,male,30,103020
6091,Estonia,2000,1827.0,female,38,173775
6092,Estonia,2000,1827.0,female,10,57680
6093,Estonia,2000,1827.0,female,11,95540
6094,Estonia,2000,1827.0,female,22,202765
6095,Estonia,2000,1827.0,female,6,97165
6096,Estonia,2000,1827.0,female,1,88530
6097,Estonia,2000,1827.0,male,0,94965
6098,Estonia,2001,1827.0,male,135,185880
6099,Estonia,2001,1827.0,male,84,117120
6100,Estonia,2001,1827.0,male,12,19975
6101,Estonia,2001,1827.0,male,44,97810
6102,Estonia,2001,1827.0,female,26,59580
6103,Estonia,2001,1827.0,male,36,102895
6104,Estonia,2001,1827.0,female,22,171675
6105,Estonia,2001,1827.0,female,24,202560
6106,Estonia,2001,1827.0,female,8,95505
6107,Estonia,2001,1827.0,female,6,97020
6108,Estonia,2001,1827.0,male,4,90730
6109,Estonia,2001,1827.0,female,0,84860
6110,Estonia,2002,1827.0,male,17,21135
6111,Estonia,2002,1827.0,male,74,116560
6112,Estonia,2002,1827.0,male,117,184685
6113,Estonia,2002,1827.0,male,53,98385
6114,Estonia,2002,1827.0,male,34,102950
6115,Estonia,2002,1827.0,female,14,61415
6116,Estonia,2002,1827.0,female,28,201060
6117,Estonia,2002,1827.0,female,19,170805
6118,Estonia,2002,1827.0,female,6,95715
6119,Estonia,2002,1827.0,male,4,86140
6120,Estonia,2002,1827.0,female,4,97020
6121,Estonia,2002,1827.0,female,1,80820
6122,Estonia,2003,1827.0,male,19,22380
6123,Estonia,2003,1827.0,male,116,183410
6124,Estonia,2003,1827.0,male,69,116230
6125,Estonia,2003,1827.0,male,38,98640
6126,Estonia,2003,1827.0,male,31,103335
6127,Estonia,2003,1827.0,female,16,63315
6128,Estonia,2003,1827.0,female,21,199315
6129,Estonia,2003,1827.0,female,17,170190
6130,Estonia,2003,1827.0,female,6,97400
6131,Estonia,2003,1827.0,female,5,95605
6132,Estonia,2003,1827.0,male,3,81105
6133,Estonia,2003,1827.0,female,1,76235
6134,Estonia,2004,1827.0,male,73,116415
6135,Estonia,2004,1827.0,male,104,182275
6136,Estonia,2004,1827.0,male,13,23510
6137,Estonia,2004,1827.0,male,43,98265
6138,Estonia,2004,1827.0,male,31,103745
6139,Estonia,2004,1827.0,female,11,65370
6140,Estonia,2004,1827.0,female,22,170025
6141,Estonia,2004,1827.0,female,7,94990
6142,Estonia,2004,1827.0,female,6,97765
6143,Estonia,2004,1827.0,female,12,197475
6144,Estonia,2004,1827.0,female,1,71710
6145,Estonia,2004,1827.0,male,0,76105
6146,Estonia,2005,1827.0,male,97,181315
6147,Estonia,2005,1827.0,male,13,24740
6148,Estonia,2005,1827.0,male,50,116665
6149,Estonia,2005,1827.0,male,32,97650
6150,Estonia,2005,1827.0,male,27,103575
6151,Estonia,2005,1827.0,female,15,67375
6152,Estonia,2005,1827.0,female,18,170115
6153,Estonia,2005,1827.0,female,12,195835
6154,Estonia,2005,1827.0,female,5,97515
6155,Estonia,2005,1827.0,female,3,93980
6156,Estonia,2005,1827.0,male,1,71890
6157,Estonia,2005,1827.0,female,0,67840
6158,Estonia,2006,1827.0,male,14,25870
6159,Estonia,2006,1827.0,male,56,116790
6160,Estonia,2006,1827.0,male,73,180705
6161,Estonia,2006,1827.0,female,18,69410
6162,Estonia,2006,1827.0,male,26,102295
6163,Estonia,2006,1827.0,male,21,96850
6164,Estonia,2006,1827.0,female,17,170020
6165,Estonia,2006,1827.0,female,12,194260
6166,Estonia,2006,1827.0,female,5,96385
6167,Estonia,2006,1827.0,female,4,92765
6168,Estonia,2006,1827.0,male,1,68740
6169,Estonia,2006,1827.0,female,0,64825
6170,Estonia,2007,1827.0,male,21,26860
6171,Estonia,2007,1827.0,male,58,117125
6172,Estonia,2007,1827.0,male,39,96140
6173,Estonia,2007,1827.0,male,66,180160
6174,Estonia,2007,1827.0,male,21,100450
6175,Estonia,2007,1827.0,female,13,71525
6176,Estonia,2007,1827.0,female,17,170045
6177,Estonia,2007,1827.0,female,11,192585
6178,Estonia,2007,1827.0,female,3,94785
6179,Estonia,2007,1827.0,female,2,91870
6180,Estonia,2007,1827.0,female,0,62580
6181,Estonia,2007,1827.0,male,0,66290
6182,Estonia,2008,1827.0,male,18,27640
6183,Estonia,2008,1827.0,male,47,117750
6184,Estonia,2008,1827.0,male,71,179930
6185,Estonia,2008,1827.0,male,29,98030
6186,Estonia,2008,1827.0,male,23,95990
6187,Estonia,2008,1827.0,female,12,73185
6188,Estonia,2008,1827.0,female,15,170375
6189,Estonia,2008,1827.0,female,16,191130
6190,Estonia,2008,1827.0,female,5,92410
6191,Estonia,2008,1827.0,female,4,91600
6192,Estonia,2008,1827.0,female,1,61285
6193,Estonia,2008,1827.0,male,1,64680
6194,Estonia,2009,1827.0,male,66,118960
6195,Estonia,2009,1827.0,male,88,179820
6196,Estonia,2009,1827.0,male,13,28150
6197,Estonia,2009,1827.0,male,30,96260
6198,Estonia,2009,1827.0,male,23,94705
6199,Estonia,2009,1827.0,female,16,74300
6200,Estonia,2009,1827.0,female,14,171340
6201,Estonia,2009,1827.0,female,14,189570
6202,Estonia,2009,1827.0,female,3,91560
6203,Estonia,2009,1827.0,female,2,89195
6204,Estonia,2009,1827.0,female,0,60910
6205,Estonia,2009,1827.0,male,0,64240
6206,Estonia,2010,1827.0,male,18,28755
6207,Estonia,2010,1827.0,male,54,120465
6208,Estonia,2010,1827.0,male,61,179395
6209,Estonia,2010,1827.0,male,28,96230
6210,Estonia,2010,1827.0,male,20,91065
6211,Estonia,2010,1827.0,female,12,75665
6212,Estonia,2010,1827.0,female,14,172395
6213,Estonia,2010,1827.0,female,5,91330
6214,Estonia,2010,1827.0,female,9,187560
6215,Estonia,2010,1827.0,female,2,85755
6216,Estonia,2010,1827.0,female,0,61030
6217,Estonia,2010,1827.0,male,0,64580
6218,Estonia,2011,1827.0,male,21,29683
6219,Estonia,2011,1827.0,male,57,121737
6220,Estonia,2011,1827.0,male,58,178933
6221,Estonia,2011,1827.0,male,23,95987
6222,Estonia,2011,1827.0,male,19,87167
6223,Estonia,2011,1827.0,female,12,77543
6224,Estonia,2011,1827.0,female,15,185535
6225,Estonia,2011,1827.0,female,9,172988
6226,Estonia,2011,1827.0,female,3,82075
6227,Estonia,2011,1827.0,female,1,90940
6228,Estonia,2011,1827.0,female,0,61510
6229,Estonia,2011,1827.0,male,0,65329
6230,Estonia,2012,1827.0,male,20,30891
6231,Estonia,2012,1827.0,male,59,122960
6232,Estonia,2012,1827.0,male,65,179456
6233,Estonia,2012,1827.0,male,30,96938
6234,Estonia,2012,1827.0,female,18,80117
6235,Estonia,2012,1827.0,male,14,83194
6236,Estonia,2012,1827.0,female,17,172977
6237,Estonia,2012,1827.0,female,7,184354
6238,Estonia,2012,1827.0,female,3,91727
6239,Estonia,2012,1827.0,male,2,67323
6240,Estonia,2012,1827.0,female,2,78364
6241,Estonia,2012,1827.0,female,0,63330
6242,Estonia,2013,1827.0,male,23,32101
6243,Estonia,2013,1827.0,male,58,123698
6244,Estonia,2013,1827.0,male,52,178072
6245,Estonia,2013,1827.0,male,22,96869
6246,Estonia,2013,1827.0,female,18,82614
6247,Estonia,2013,1827.0,male,15,78163
6248,Estonia,2013,1827.0,female,13,181855
6249,Estonia,2013,1827.0,female,12,172334
6250,Estonia,2013,1827.0,female,2,73430
6251,Estonia,2013,1827.0,female,2,91438
6252,Estonia,2013,1827.0,male,1,68210
6253,Estonia,2013,1827.0,female,0,64312
6254,Estonia,2014,1827.0,male,26,33259
6255,Estonia,2014,1827.0,male,50,124940
6256,Estonia,2014,1827.0,male,39,97957
6257,Estonia,2014,1827.0,male,57,177676
6258,Estonia,2014,1827.0,male,19,73521
6259,Estonia,2014,1827.0,female,13,84886
6260,Estonia,2014,1827.0,female,16,180093
6261,Estonia,2014,1827.0,female,8,92159
6262,Estonia,2014,1827.0,female,10,172116
6263,Estonia,2014,1827.0,male,2,69999
6264,Estonia,2014,1827.0,female,1,69127
6265,Estonia,2014,1827.0,female,0,66119
6266,Estonia,2015,1827.0,male,20,34253
6267,Estonia,2015,1827.0,male,44,126556
6268,Estonia,2015,1827.0,male,21,70165
6269,Estonia,2015,1827.0,male,48,177053
6270,Estonia,2015,1827.0,male,25,99448
6271,Estonia,2015,1827.0,female,9,86804
6272,Estonia,2015,1827.0,female,12,172429
6273,Estonia,2015,1827.0,female,11,178380
6274,Estonia,2015,1827.0,female,2,92783
6275,Estonia,2015,1827.0,female,1,66216
6276,Estonia,2015,1827.0,female,1,67802
6277,Estonia,2015,1827.0,male,1,71561
6278,Fiji,2001,1922.0,male,4,31764
6279,Fiji,2001,1922.0,male,10,90519
6280,Fiji,2001,1922.0,male,8,85026
6281,Fiji,2001,1922.0,male,5,60698
6282,Fiji,2001,1922.0,female,5,80653
6283,Fiji,2001,1922.0,female,2,58030
6284,Fiji,2001,1922.0,female,1,34038
6285,Fiji,2001,1922.0,male,1,93629
6286,Fiji,2001,1922.0,female,0,89055
6287,Fiji,2001,1922.0,female,0,88212
6288,Fiji,2001,1922.0,female,0,4489
6289,Fiji,2001,1922.0,male,0,3346
6290,Fiji,2002,1922.0,male,1,3507
6291,Fiji,2002,1922.0,female,1,4593
6292,Fiji,2002,1922.0,male,5,33136
6293,Fiji,2002,1922.0,male,9,84154
6294,Fiji,2002,1922.0,female,5,58817
6295,Fiji,2002,1922.0,female,6,79795
6296,Fiji,2002,1922.0,male,4,61525
6297,Fiji,2002,1922.0,male,5,93636
6298,Fiji,2002,1922.0,female,3,91724
6299,Fiji,2002,1922.0,male,2,91230
6300,Fiji,2002,1922.0,female,1,85867
6301,Fiji,2002,1922.0,female,0,35203
6302,Fiji,2003,1922.0,male,2,34619
6303,Fiji,2003,1922.0,male,3,82852
6304,Fiji,2003,1922.0,female,2,59592
6305,Fiji,2003,1922.0,female,1,78498
6306,Fiji,2003,1922.0,female,1,94332
6307,Fiji,2003,1922.0,male,1,96710
6308,Fiji,2003,1922.0,female,0,83271
6309,Fiji,2003,1922.0,female,0,36443
6310,Fiji,2003,1922.0,female,0,4675
6311,Fiji,2003,1922.0,male,0,62295
6312,Fiji,2003,1922.0,male,0,88650
6313,Fiji,2003,1922.0,male,0,3654
6314,Fiji,2004,1922.0,male,2,3777
6315,Fiji,2004,1922.0,male,5,36303
6316,Fiji,2004,1922.0,male,4,63091
6317,Fiji,2004,1922.0,female,4,77085
6318,Fiji,2004,1922.0,male,3,81425
6319,Fiji,2004,1922.0,female,1,37837
6320,Fiji,2004,1922.0,male,2,99930
6321,Fiji,2004,1922.0,female,1,60430
6322,Fiji,2004,1922.0,female,1,80606
6323,Fiji,2004,1922.0,female,1,97123
6324,Fiji,2004,1922.0,female,0,4752
6325,Fiji,2004,1922.0,male,0,86049
6326,Fiji,2005,1922.0,male,1,3878
6327,Fiji,2005,1922.0,male,9,103347
6328,Fiji,2005,1922.0,female,3,61361
6329,Fiji,2005,1922.0,male,3,63965
6330,Fiji,2005,1922.0,female,2,75687
6331,Fiji,2005,1922.0,male,1,38247
6332,Fiji,2005,1922.0,male,2,79981
6333,Fiji,2005,1922.0,female,1,100199
6334,Fiji,2005,1922.0,female,0,78078
6335,Fiji,2005,1922.0,female,0,39444
6336,Fiji,2005,1922.0,female,0,4819
6337,Fiji,2005,1922.0,male,0,83601
6338,Fiji,2006,1922.0,female,5,75457
6339,Fiji,2006,1922.0,male,4,65615
6340,Fiji,2006,1922.0,male,6,103418
6341,Fiji,2006,1922.0,male,4,79914
6342,Fiji,2006,1922.0,female,2,78008
6343,Fiji,2006,1922.0,female,1,40531
6344,Fiji,2006,1922.0,male,1,83550
6345,Fiji,2006,1922.0,female,1,100106
6346,Fiji,2006,1922.0,female,0,62701
6347,Fiji,2006,1922.0,female,0,5052
6348,Fiji,2006,1922.0,male,0,39336
6349,Fiji,2006,1922.0,male,0,4071
6350,Fiji,2007,1922.0,male,3,40558
6351,Fiji,2007,1922.0,male,3,80074
6352,Fiji,2007,1922.0,female,2,64428
6353,Fiji,2007,1922.0,male,2,67634
6354,Fiji,2007,1922.0,male,2,103785
6355,Fiji,2007,1922.0,female,1,75514
6356,Fiji,2007,1922.0,female,0,100300
6357,Fiji,2007,1922.0,female,0,77970
6358,Fiji,2007,1922.0,female,0,41745
6359,Fiji,2007,1922.0,female,0,5299
6360,Fiji,2007,1922.0,male,0,83503
6361,Fiji,2007,1922.0,male,0,4245
6362,Fiji,2008,1922.0,male,9,69781
6363,Fiji,2008,1922.0,male,11,104375
6364,Fiji,2008,1922.0,female,5,100705
6365,Fiji,2008,1922.0,male,2,41913
6366,Fiji,2008,1922.0,female,3,75830
6367,Fiji,2008,1922.0,male,3,80437
6368,Fiji,2008,1922.0,female,2,66331
6369,Fiji,2008,1922.0,female,1,43110
6370,Fiji,2008,1922.0,female,1,77855
6371,Fiji,2008,1922.0,female,0,5555
6372,Fiji,2008,1922.0,male,0,83368
6373,Fiji,2008,1922.0,male,0,4398
6374,Fiji,2009,1922.0,female,1,5809
6375,Fiji,2009,1922.0,male,8,105083
6376,Fiji,2009,1922.0,male,5,71729
6377,Fiji,2009,1922.0,male,3,43403
6378,Fiji,2009,1922.0,female,3,68110
6379,Fiji,2009,1922.0,male,3,80908
6380,Fiji,2009,1922.0,female,2,76305
6381,Fiji,2009,1922.0,female,1,44642
6382,Fiji,2009,1922.0,female,0,101209
6383,Fiji,2009,1922.0,female,0,77600
6384,Fiji,2009,1922.0,male,0,83083
6385,Fiji,2009,1922.0,male,0,4522
6386,Fiji,2011,1922.0,male,3,4903
6387,Fiji,2011,1922.0,male,10,73871
6388,Fiji,2011,1922.0,male,10,106561
6389,Fiji,2011,1922.0,male,3,46624
6390,Fiji,2011,1922.0,male,4,80648
6391,Fiji,2011,1922.0,female,2,48171
6392,Fiji,2011,1922.0,female,3,76080
6393,Fiji,2011,1922.0,female,2,102547
6394,Fiji,2011,1922.0,female,1,70077
6395,Fiji,2011,1922.0,female,0,77394
6396,Fiji,2011,1922.0,female,0,6455
6397,Fiji,2011,1922.0,male,0,82994
6398,Fiji,2012,1922.0,male,2,5168
6399,Fiji,2012,1922.0,female,1,6862
6400,Fiji,2012,1922.0,male,7,80061
6401,Fiji,2012,1922.0,male,5,74059
6402,Fiji,2012,1922.0,male,6,107270
6403,Fiji,2012,1922.0,female,4,75501
6404,Fiji,2012,1922.0,male,2,48382
6405,Fiji,2012,1922.0,female,2,50218
6406,Fiji,2012,1922.0,female,2,70215
6407,Fiji,2012,1922.0,female,1,103358
6408,Fiji,2012,1922.0,female,0,78081
6409,Fiji,2012,1922.0,male,0,83764
6410,Finland,1987,1858.0,male,57,80200
6411,Finland,1987,1858.0,male,422,687900
6412,Finland,1987,1858.0,male,225,380700
6413,Finland,1987,1858.0,male,222,397800
6414,Finland,1987,1858.0,male,135,355900
6415,Finland,1987,1858.0,female,99,506400
6416,Finland,1987,1858.0,female,122,667400
6417,Finland,1987,1858.0,female,44,379700
6418,Finland,1987,1858.0,female,26,341900
6419,Finland,1987,1858.0,female,7,182100
6420,Finland,1987,1858.0,male,4,324400
6421,Finland,1987,1858.0,female,0,309700
6422,Finland,1988,1858.0,male,54,82300
6423,Finland,1988,1858.0,male,458,702100
6424,Finland,1988,1858.0,male,238,394200
6425,Finland,1988,1858.0,male,218,383500
6426,Finland,1988,1858.0,male,137,346100
6427,Finland,1988,1858.0,female,124,680500
6428,Finland,1988,1858.0,female,89,504600
6429,Finland,1988,1858.0,female,27,187500
6430,Finland,1988,1858.0,female,29,377000
6431,Finland,1988,1858.0,female,25,332300
6432,Finland,1988,1858.0,male,2,329100
6433,Finland,1988,1858.0,female,1,314400
6434,Finland,1989,1858.0,male,72,84000
6435,Finland,1989,1858.0,male,439,715700
6436,Finland,1989,1858.0,male,231,386700
6437,Finland,1989,1858.0,male,203,392000
6438,Finland,1989,1858.0,male,170,337400
6439,Finland,1989,1858.0,female,127,693900
6440,Finland,1989,1858.0,female,86,502900
6441,Finland,1989,1858.0,female,21,192000
6442,Finland,1989,1858.0,female,40,374900
6443,Finland,1989,1858.0,female,21,323900
6444,Finland,1989,1858.0,male,3,332800
6445,Finland,1989,1858.0,female,0,318100
6446,Finland,1990,1858.0,male,77,85500
6447,Finland,1990,1858.0,male,483,728500
6448,Finland,1990,1858.0,male,250,389800
6449,Finland,1990,1858.0,male,210,391100
6450,Finland,1990,1858.0,male,169,332100
6451,Finland,1990,1858.0,female,92,502700
6452,Finland,1990,1858.0,female,124,706200
6453,Finland,1990,1858.0,female,48,372600
6454,Finland,1990,1858.0,female,35,318800
6455,Finland,1990,1858.0,female,20,195600
6456,Finland,1990,1858.0,male,4,333400
6457,Finland,1990,1858.0,female,0,318800
6458,Finland,1991,1858.0,male,67,86300
6459,Finland,1991,1858.0,male,257,387500
6460,Finland,1991,1858.0,male,489,741700
6461,Finland,1991,1858.0,male,235,396600
6462,Finland,1991,1858.0,male,139,329300
6463,Finland,1991,1858.0,female,134,718800
6464,Finland,1991,1858.0,female,82,504100
6465,Finland,1991,1858.0,female,25,198300
6466,Finland,1991,1858.0,female,39,370800
6467,Finland,1991,1858.0,female,23,315400
6468,Finland,1991,1858.0,male,3,332000
6469,Finland,1991,1858.0,female,0,317700
6470,Finland,1992,1858.0,male,517,754100
6471,Finland,1992,1858.0,male,254,385700
6472,Finland,1992,1858.0,male,56,87100
6473,Finland,1992,1858.0,male,211,402500
6474,Finland,1992,1858.0,male,115,326900
6475,Finland,1992,1858.0,female,132,730300
6476,Finland,1992,1858.0,female,71,505800
6477,Finland,1992,1858.0,female,46,369300
6478,Finland,1992,1858.0,female,19,200900
6479,Finland,1992,1858.0,female,26,312700
6480,Finland,1992,1858.0,male,3,330000
6481,Finland,1992,1858.0,female,1,315600
6482,Finland,1993,1858.0,male,514,762900
6483,Finland,1993,1858.0,male,59,87700
6484,Finland,1993,1858.0,male,215,384100
6485,Finland,1993,1858.0,male,208,409500
6486,Finland,1993,1858.0,male,107,324200
6487,Finland,1993,1858.0,female,138,738900
6488,Finland,1993,1858.0,female,80,508400
6489,Finland,1993,1858.0,female,49,368000
6490,Finland,1993,1858.0,female,13,203400
6491,Finland,1993,1858.0,female,10,310000
6492,Finland,1993,1858.0,male,3,329100
6493,Finland,1993,1858.0,female,1,314800
6494,Finland,1994,1858.0,male,484,769800
6495,Finland,1994,1858.0,male,53,88000
6496,Finland,1994,1858.0,male,195,380600
6497,Finland,1994,1858.0,male,199,418700
6498,Finland,1994,1858.0,male,147,322800
6499,Finland,1994,1858.0,female,156,745700
6500,Finland,1994,1858.0,female,68,513900
6501,Finland,1994,1858.0,female,39,364700
6502,Finland,1994,1858.0,female,19,204200
6503,Finland,1994,1858.0,female,24,308800
6504,Finland,1994,1858.0,male,2,329500
6505,Finland,1994,1858.0,female,1,314900
6506,Finland,1995,1858.0,male,489,778700
6507,Finland,1995,1858.0,male,49,89200
6508,Finland,1995,1858.0,male,226,424900
6509,Finland,1995,1858.0,male,194,374600
6510,Finland,1995,1858.0,male,118,322700
6511,Finland,1995,1858.0,female,138,754600
6512,Finland,1995,1858.0,female,76,516300
6513,Finland,1995,1858.0,female,48,358900
6514,Finland,1995,1858.0,female,20,206800
6515,Finland,1995,1858.0,female,26,308900
6516,Finland,1995,1858.0,male,4,330200
6517,Finland,1995,1858.0,female,0,315500
6518,Finland,1996,1858.0,male,439,784900
6519,Finland,1996,1858.0,male,183,367300
6520,Finland,1996,1858.0,male,44,91800
6521,Finland,1996,1858.0,male,186,432600
6522,Finland,1996,1858.0,male,110,324000
6523,Finland,1996,1858.0,female,123,760900
6524,Finland,1996,1858.0,female,76,518600
6525,Finland,1996,1858.0,female,44,352400
6526,Finland,1996,1858.0,female,15,212000
6527,Finland,1996,1858.0,female,21,310000
6528,Finland,1996,1858.0,female,3,316600
6529,Finland,1996,1858.0,male,3,331100
6530,Finland,1997,1858.0,male,473,791600
6531,Finland,1997,1858.0,male,53,94200
6532,Finland,1997,1858.0,male,179,359000
6533,Finland,1997,1858.0,male,204,439900
6534,Finland,1997,1858.0,male,128,327400
6535,Finland,1997,1858.0,female,133,767800
6536,Finland,1997,1858.0,female,65,520600
6537,Finland,1997,1858.0,female,43,344700
6538,Finland,1997,1858.0,female,19,216600
6539,Finland,1997,1858.0,female,22,313000
6540,Finland,1997,1858.0,female,2,317100
6541,Finland,1997,1858.0,male,1,331300
6542,Finland,1998,1858.0,male,64,97127
6543,Finland,1998,1858.0,male,413,800963
6544,Finland,1998,1858.0,male,172,349779
6545,Finland,1998,1858.0,male,212,444259
6546,Finland,1998,1858.0,male,98,332503
6547,Finland,1998,1858.0,female,77,519680
6548,Finland,1998,1858.0,female,105,777618
6549,Finland,1998,1858.0,female,38,335477
6550,Finland,1998,1858.0,female,19,221795
6551,Finland,1998,1858.0,female,25,318057
6552,Finland,1998,1858.0,male,3,330609
6553,Finland,1998,1858.0,female,2,316806
6554,Finland,1999,1858.0,male,52,100555
6555,Finland,1999,1858.0,male,408,806621
6556,Finland,1999,1858.0,male,167,341340
6557,Finland,1999,1858.0,male,204,451311
6558,Finland,1999,1858.0,male,122,336495
6559,Finland,1999,1858.0,female,118,783884
6560,Finland,1999,1858.0,female,68,522239
6561,Finland,1999,1858.0,female,36,327315
6562,Finland,1999,1858.0,female,19,321801
6563,Finland,1999,1858.0,female,11,226849
6564,Finland,1999,1858.0,female,1,316199
6565,Finland,1999,1858.0,male,1,329646
6566,Finland,2000,1858.0,male,402,806796
6567,Finland,2000,1858.0,male,156,335796
6568,Finland,2000,1858.0,male,44,104437
6569,Finland,2000,1858.0,male,166,462422
6570,Finland,2000,1858.0,male,105,337152
6571,Finland,2000,1858.0,female,84,529071
6572,Finland,2000,1858.0,female,122,785167
6573,Finland,2000,1858.0,female,41,321757
6574,Finland,2000,1858.0,female,26,322489
6575,Finland,2000,1858.0,female,17,231463
6576,Finland,2000,1858.0,female,2,315989
6577,Finland,2000,1858.0,male,0,329281
6578,Finland,2001,1858.0,male,429,800866
6579,Finland,2001,1858.0,male,156,332298
6580,Finland,2001,1858.0,male,207,479037
6581,Finland,2001,1858.0,male,44,108828
6582,Finland,2001,1858.0,male,93,335676
6583,Finland,2001,1858.0,female,130,780440
6584,Finland,2001,1858.0,female,72,541576
6585,Finland,2001,1858.0,female,23,236217
6586,Finland,2001,1858.0,female,23,317879
6587,Finland,2001,1858.0,female,22,321239
6588,Finland,2001,1858.0,male,4,329122
6589,Finland,2001,1858.0,female,1,315805
6590,Finland,2002,1858.0,male,57,113353
6591,Finland,2002,1858.0,male,339,792737
6592,Finland,2002,1858.0,male,204,497865
6593,Finland,2002,1858.0,male,124,329350
6594,Finland,2002,1858.0,male,97,333547
6595,Finland,2002,1858.0,female,125,773011
6596,Finland,2002,1858.0,female,75,557098
6597,Finland,2002,1858.0,female,30,314846
6598,Finland,2002,1858.0,female,18,240441
6599,Finland,2002,1858.0,female,23,319060
6600,Finland,2002,1858.0,male,3,328694
6601,Finland,2002,1858.0,female,0,315612
6602,Finland,2003,1858.0,male,376,783442
6603,Finland,2003,1858.0,male,52,118318
6604,Finland,2003,1858.0,male,176,516435
6605,Finland,2003,1858.0,male,111,326748
6606,Finland,2003,1858.0,male,95,332460
6607,Finland,2003,1858.0,female,112,764626
6608,Finland,2003,1858.0,female,72,572548
6609,Finland,2003,1858.0,female,22,244738
6610,Finland,2003,1858.0,female,27,318049
6611,Finland,2003,1858.0,female,25,312105
6612,Finland,2003,1858.0,male,5,326551
6613,Finland,2003,1858.0,female,2,313836
6614,Finland,2004,1858.0,male,220,533983
6615,Finland,2004,1858.0,male,310,772775
6616,Finland,2004,1858.0,male,49,123863
6617,Finland,2004,1858.0,male,119,325806
6618,Finland,2004,1858.0,male,110,332773
6619,Finland,2004,1858.0,female,116,755108
6620,Finland,2004,1858.0,female,31,318275
6621,Finland,2004,1858.0,female,30,311087
6622,Finland,2004,1858.0,female,54,586736
6623,Finland,2004,1858.0,female,20,250445
6624,Finland,2004,1858.0,male,4,323186
6625,Finland,2004,1858.0,female,1,310728
6626,Finland,2005,1858.0,male,64,129632
6627,Finland,2005,1858.0,male,299,761907
6628,Finland,2005,1858.0,male,194,550032
6629,Finland,2005,1858.0,male,99,326851
6630,Finland,2005,1858.0,male,68,333948
6631,Finland,2005,1858.0,female,109,745397
6632,Finland,2005,1858.0,female,74,599482
6633,Finland,2005,1858.0,female,33,319226
6634,Finland,2005,1858.0,female,32,311835
6635,Finland,2005,1858.0,female,20,257062
6636,Finland,2005,1858.0,female,2,307005
6637,Finland,2005,1858.0,male,0,319407
6638,Finland,2006,1858.0,male,310,752178
6639,Finland,2006,1858.0,male,225,564074
6640,Finland,2006,1858.0,male,113,329601
6641,Finland,2006,1858.0,male,44,135396
6642,Finland,2006,1858.0,male,108,335416
6643,Finland,2006,1858.0,female,104,736648
6644,Finland,2006,1858.0,female,78,611527
6645,Finland,2006,1858.0,female,33,313759
6646,Finland,2006,1858.0,female,24,262936
6647,Finland,2006,1858.0,female,19,320699
6648,Finland,2006,1858.0,male,3,315017
6649,Finland,2006,1858.0,female,1,302489
6650,Finland,2007,1858.0,male,58,140553
6651,Finland,2007,1858.0,male,297,742406
6652,Finland,2007,1858.0,male,203,577963
6653,Finland,2007,1858.0,male,101,334628
6654,Finland,2007,1858.0,male,89,336401
6655,Finland,2007,1858.0,female,83,624243
6656,Finland,2007,1858.0,female,89,727224
6657,Finland,2007,1858.0,female,31,321868
6658,Finland,2007,1858.0,female,24,317967
6659,Finland,2007,1858.0,female,17,267590
6660,Finland,2007,1858.0,male,3,310283
6661,Finland,2007,1858.0,female,0,297727
6662,Finland,2008,1858.0,male,331,732583
6663,Finland,2008,1858.0,male,225,592016
6664,Finland,2008,1858.0,male,116,342053
6665,Finland,2008,1858.0,male,46,145022
6666,Finland,2008,1858.0,male,81,336624
