,country,year,suicides_no,population,total,ratio
0,Albania,1987,73,2709600,2544.0,269.412459403602
1,Albania,1988,63,2764300,2544.0,227.90579893643962
2,Albania,1989,68,2803100,2544.0,242.58856266276626
3,Albania,1992,47,2822500,2544.0,166.51904340124003
4,Albania,1993,73,2807300,2544.0,260.03633384390696
5,Albania,1994,50,2849300,2544.0,175.48169725897586
6,Albania,1995,88,2903400,2544.0,303.09292553557896
7,Albania,1996,89,2940200,2544.0,302.7004965648596
8,Albania,1997,170,2977300,2544.0,570.9871359957008
9,Albania,1998,154,3012700,2544.0,511.16938294553063
10,Albania,1999,139,3029700,2544.0,458.7912994685943
11,Albania,2000,54,2796300,2544.0,193.1123270035404
12,Albania,2001,119,2799349,2544.0,425.09883547924886
13,Albania,2002,133,2818839,2544.0,471.8254572183796
14,Albania,2003,124,2843929,2544.0,436.0165109607167
15,Albania,2004,146,2874991,2544.0,507.82767667794445
16,Albania,2005,0,2783320,2544.0,0.0
17,Albania,2006,0,2780176,2544.0,0.0
18,Albania,2007,124,2770344,2544.0,447.59784344471296
19,Albania,2008,160,2757059,2544.0,580.3285312356392
20,Albania,2009,0,2745735,2544.0,0.0
21,Albania,2010,96,2736025,2544.0,350.8739868970495
22,Argentina,1985,1988,27090800,2525.1999999999994,733.8284583696311
23,Argentina,1986,2284,27244400,2525.1999999999994,838.3374198000323
24,Argentina,1987,2286,27599400,2525.1999999999994,828.2788756277309
25,Argentina,1988,2354,28308000,2525.1999999999994,831.567048184259
26,Argentina,1989,2247,28702000,2525.1999999999994,782.8722737091492
27,Argentina,1990,2140,29091100,2525.1999999999994,735.620172492618
28,Argentina,1991,1951,29623000,2525.1999999999994,658.6098639570604
29,Argentina,1992,2184,30045400,2525.1999999999994,726.8999580634639
30,Argentina,1993,2230,30477500,2525.1999999999994,731.687310310885
31,Argentina,1994,2241,30911200,2525.1999999999994,724.979942545097
32,Argentina,1995,2204,31345400,2525.1999999999994,703.1334741301755
33,Argentina,1996,2229,31780700,2525.1999999999994,701.369069907208
34,Argentina,1997,2184,32333781,2525.1999999999994,675.4545656135915
35,Argentina,1998,2347,32757259,2525.1999999999994,716.4824138674118
36,Argentina,1999,2423,33174862,2525.1999999999994,730.3722921289018
37,Argentina,2000,2774,33585533,2525.1999999999994,825.9508640223158
38,Argentina,2001,3132,34010946,2525.1999999999994,920.8800013971972
39,Argentina,2002,3162,34407507,2525.1999999999994,918.9854992981618
40,Argentina,2003,3289,34785907,2525.1999999999994,945.4978419852615
41,Argentina,2004,3121,35162945,2525.1999999999994,887.5820839238579
42,Argentina,2005,3058,35550617,2525.1999999999994,860.1819765884795
43,Argentina,2006,3108,35918886,2525.1999999999994,865.2829600561665
44,Argentina,2007,2946,36315492,2525.1999999999994,811.2240362873234
45,Argentina,2008,3059,36733520,2525.1999999999994,832.7543889069166
46,Argentina,2009,2884,37158001,2525.1999999999994,776.1450891828115
47,Argentina,2010,2943,37578454,2525.1999999999994,783.1615425158255
48,Argentina,2011,2912,38015739,2525.1999999999994,765.9985249793514
49,Argentina,2012,3248,38441778,2525.1999999999994,844.9140932034933
50,Argentina,2013,2987,38859125,2525.1999999999994,768.6740244408489
51,Argentina,2014,3231,39276555,2525.1999999999994,822.6281556516349
52,Argentina,2015,3073,39699624,2525.1999999999994,774.0627467907505
53,Armenia,1990,93,2983700,2474.0,311.6935348728089
54,Armenia,1991,80,3230800,2474.0,247.6166893648632
55,Armenia,1992,83,3308700,2474.0,250.85380965333817
56,Armenia,1993,106,3366600,2474.0,314.8577199548506
57,Armenia,1994,112,3402500,2474.0,329.1697281410727
58,Armenia,1995,130,3443200,2474.0,377.5557620817844
59,Armenia,1996,87,3486300,2474.0,249.54823164959984
60,Armenia,1997,77,3526700,2474.0,218.33442027958148
61,Armenia,1998,66,3558000,2474.0,185.4974704890388
62,Armenia,1999,67,3580700,2474.0,187.11425140335686
63,Armenia,2000,61,3606500,2474.0,169.1390544849577
64,Armenia,2001,60,3610516,2474.0,166.18123282101507
65,Armenia,2002,74,3014844,2474.0,245.45216933280793
66,Armenia,2003,59,3024366,2474.0,195.0822089654493
67,Armenia,2006,78,2764396,2474.0,282.15928542799224
68,Armenia,2007,71,2735313,2474.0,259.56810061590755
69,Armenia,2008,63,3045391,2474.0,206.86998812303577
70,Armenia,2009,53,2689695,2474.0,197.04836421973494
71,Armenia,2010,73,2676225,2474.0,272.7722818522359
72,Armenia,2011,67,2670366,2474.0,250.90193628888326
73,Armenia,2012,79,2814300,2474.0,280.70923497850265
74,Armenia,2013,67,2810664,2474.0,238.3778352730885
75,Armenia,2014,58,2803029,2474.0,206.91901510829894
76,Armenia,2015,74,2795335,2474.0,264.7267679902409
77,Armenia,2016,67,2400033,2474.0,279.16282817777926
78,Australia,1985,1861,14562500,2813.7000000000003,1277.93991416309
79,Australia,1986,2044,14809800,2813.7000000000003,1380.1671865926617
80,Australia,1987,2164,15046500,2813.7000000000003,1438.2082211810055
81,Australia,1988,2172,15312100,2813.7000000000003,1418.486033920886
82,Australia,1989,2066,15570600,2813.7000000000003,1326.8595943637367
83,Australia,1990,2202,15807000,2813.7000000000003,1393.0537103814765
84,Australia,1991,2288,16012100,2813.7000000000003,1428.9193797190874
85,Australia,1992,2251,16203500,2813.7000000000003,1389.2060357330208
86,Australia,1993,2038,16370000,2813.7000000000003,1244.9602932193036
87,Australia,1994,2283,16549400,2813.7000000000003,1379.5062056630452
88,Australia,1995,2170,16766300,2813.7000000000003,1294.2628964052892
89,Australia,1996,2426,17015100,2813.7000000000003,1425.7923844114932
90,Australia,1997,2646,17221300,2813.7000000000003,1536.4693722309
91,Australia,1998,2632,17421730,2813.7000000000003,1510.7569684526165
92,Australia,1999,2488,17641702,2813.7000000000003,1410.294766343973
93,Australia,2000,2391,17874410,2813.7000000000003,1337.666529972178
94,Australia,2001,2458,18130883,2813.7000000000003,1355.6978995452125
95,Australia,2002,2319,18370058,2813.7000000000003,1262.380336523706
96,Australia,2003,2156,18608029,2813.7000000000003,1158.6396388354726
97,Australia,2004,2114,18854551,2813.7000000000003,1121.2147136253734
98,Australia,2006,2117,19109246,2813.7000000000003,1107.8406756603583
99,Australia,2007,2229,19734430,2813.7000000000003,1129.4980397204276
100,Australia,2008,2341,20120312,2813.7000000000003,1163.500844320903
101,Australia,2009,2337,20529317,2813.7000000000003,1138.3720169550697
102,Australia,2010,2420,20847547,2813.7000000000003,1160.8080317554866
103,Australia,2011,2392,20881910,2813.7000000000003,1145.489086007937
104,Australia,2012,2580,21238909,2813.7000000000003,1214.7516616790438
105,Australia,2013,2608,21600180,2813.7000000000003,1207.3973457628592
106,Australia,2014,2891,21927587,2813.7000000000003,1318.430523157883
107,Australia,2015,3027,22240785,2813.7000000000003,1361.0131117224505
108,Austria,1985,2091,7110115,1885.0,2940.8807030547327
109,Austria,1986,2139,7119149,1885.0,3004.5725970899052
110,Austria,1987,2069,7130006,1885.0,2901.820839982463
111,Austria,1988,1851,7144410,1885.0,2590.836752090095
112,Austria,1989,1898,7177666,1885.0,2644.313625069765
113,Austria,1990,1825,7231353,1885.0,2523.73241909225
114,Austria,1991,1769,7299728,1885.0,2423.377966959865
115,Austria,1992,1759,7375368,1885.0,2384.9657400145998
116,Austria,1993,1704,7433569,1885.0,2292.304006325898
117,Austria,1994,1776,7462552,1885.0,2379.8829140487064
118,Austria,1995,1788,7477030,1885.0,2391.3238277765367
119,Austria,1996,1779,7493706,1885.0,2373.9922542998083
120,Austria,1997,1592,7512589,1885.0,2119.109670447831
121,Austria,1998,1559,7533519,1885.0,2069.418023635435
122,Austria,1999,1555,7561609,1885.0,2056.4406332038593
123,Austria,2000,1588,7592073,1885.0,2091.655335769295
124,Austria,2001,1489,7634560,1885.0,1950.341604493252
125,Austria,2002,1553,7683162,1885.0,2021.3032082364007
126,Austria,2003,1456,7722033,1885.0,1885.513827770485
127,Austria,2004,1422,7773105,1885.0,1829.3847825289895
128,Austria,2005,1399,7827461,1885.0,1787.2973113503856
129,Austria,2006,1297,7869269,1885.0,1648.1835860484625
130,Austria,2007,1285,7897272,1885.0,1627.1441581346066
131,Austria,2008,1267,7925258,1885.0,1598.6861247924041
132,Austria,2009,1278,7946894,1885.0,1608.1754708191652
133,Austria,2010,1264,7968421,1885.0,1586.2615692619656
134,Austria,2011,1288,7995146,1885.0,1610.9774605742034
135,Austria,2012,1276,8031276,1885.0,1588.788630847701
136,Austria,2013,1291,8079615,1885.0,1597.8484123315284
137,Austria,2014,1314,8141165,1885.0,1614.019615128793
138,Austria,2015,1251,8219386,1885.0,1522.0114981824674
139,Austria,2016,1201,7484629,1885.0,1604.6219525376607
140,Azerbaijan,1990,114,6156800,2207.4000000000005,185.16112266112268
141,Azerbaijan,1991,134,6290600,2207.4000000000005,213.01624646297648
142,Azerbaijan,1992,144,6370400,2207.4000000000005,226.04546025367327
143,Azerbaijan,1993,119,6442600,2207.4000000000005,184.70803712786764
144,Azerbaijan,1994,47,6521200,2207.4000000000005,72.07262467030607
145,Azerbaijan,1995,49,6605900,2207.4000000000005,74.17611529087634
146,Azerbaijan,1996,69,6668100,2207.4000000000005,103.4777522832591
147,Azerbaijan,1997,107,6711200,2207.4000000000005,159.4349743712004
148,Azerbaijan,1998,56,7044400,2207.4000000000005,79.49576968939867
149,Azerbaijan,1999,54,7106400,2207.4000000000005,75.98784194528875
150,Azerbaijan,2000,62,7415250,2207.4000000000005,83.61147634941506
151,Azerbaijan,2001,317,7518000,2207.4000000000005,421.6546953977121
152,Azerbaijan,2002,92,7605700,2207.4000000000005,120.96191014633762
153,Azerbaijan,2003,129,7674400,2207.4000000000005,168.0913165850099
154,Azerbaijan,2004,108,7738250,2207.4000000000005,139.56643944044194
155,Azerbaijan,2007,55,7921100,2207.4000000000005,69.43480072212193
156,Belarus,1990,2085,9408800,1807.0,2216.010543321146
157,Belarus,1991,2169,9476200,1807.0,2288.8921719676664
158,Belarus,1992,2424,9570900,1807.0,2532.6771776948876
159,Belarus,1993,2885,9641100,1807.0,2992.397133107218
160,Belarus,1994,3153,9653900,1807.0,3266.0375599498643
161,Belarus,1995,3203,9673600,1807.0,3311.0734369831293
162,Belarus,1996,3627,9684800,1807.0,3745.0437799438296
163,Belarus,1997,3526,9692100,1807.0,3638.014465389338
164,Belarus,1998,3556,9694800,1807.0,3667.9457028510133
165,Belarus,1999,3397,9563200,1807.0,3552.158273381295
166,Belarus,2000,3483,9543479,1807.0,3649.612473606323
167,Belarus,2001,3303,9513587,1807.0,3471.8765908169016
168,Belarus,2002,3291,9469234,1807.0,3475.465914138356
169,Belarus,2003,3456,9420691,1807.0,3668.5207061774977
170,Belarus,2007,2659,9244456,1807.0,2876.3185199864656
171,Belarus,2008,2658,9205746,1807.0,2887.3271106980355
172,Belarus,2009,2743,9169969,1807.0,2991.2860119810653
173,Belarus,2010,2459,8981193,1807.0,2737.943611722852
174,Belarus,2011,2172,8947320,1807.0,2427.542549053795
175,Belarus,2013,1902,8910240,1807.0,2134.6226364273016
176,Belarus,2014,1741,8906977,1807.0,1954.6474634435453
177,Belgium,1985,2281,9269600,1546.0,2460.7318546647107
178,Belgium,1986,2202,9287100,1546.0,2371.030784636754
179,Belgium,1987,2238,9291300,1546.0,2408.7049175034713
180,Belgium,1988,1996,9319300,1546.0,2141.7917654759476
181,Belgium,1989,1920,9349200,1546.0,2053.651649338981
182,Belgium,1990,1895,9369700,1546.0,2022.4767068315955
183,Belgium,1991,1805,9396600,1546.0,1920.9075623097715
184,Belgium,1992,1878,9428100,1546.0,1991.9177777070672
185,Belgium,1993,2142,9462900,1546.0,2263.5767048156486
186,Belgium,1994,2131,9497400,1546.0,2243.7719796997076
187,Belgium,1995,2155,9527100,1546.0,2261.968489886744
188,Belgium,1996,2013,9557545,1546.0,2106.189403241104
189,Belgium,1997,2146,9576223,1546.0,2240.967028441172
190,Belgium,1998,2019,9620997,1546.0,2098.5351102385753
191,Belgium,1999,1857,9648277,1546.0,1924.6959845783865
192,Belgium,2000,2143,9674025,1546.0,2215.2103183524955
193,Belgium,2001,2165,9710055,1546.0,2229.647514869895
194,Belgium,2002,2076,9758570,1546.0,2127.3608735706157
195,Belgium,2003,2091,9804122,1546.0,2132.776397519329
196,Belgium,2004,1987,9848022,1546.0,2017.664054771608
197,Belgium,2005,2029,9901014,1546.0,2049.285053025882
198,Belgium,2006,1935,9962702,1546.0,1942.2441823513338
199,Belgium,2007,1857,10030266,1546.0,1851.396563161934
200,Belgium,2008,1999,10100850,1546.0,1979.0413678056796
201,Belgium,2009,2013,10173366,1546.0,1978.696136558932
202,Belgium,2010,2013,10211171,1546.0,1971.3703746612414
203,Belgium,2011,2088,10355126,1546.0,2016.392654227481
204,Belgium,2012,2026,10442637,1546.0,1940.1229785158669
205,Belgium,2013,1895,10526149,1546.0,1800.278525413235
206,Belgium,2014,1899,10578848,1546.0,1795.0914882225363
207,Belgium,2015,1867,10624356,1546.0,1757.282982610899
208,Bosnia and Herzegovina,2011,5,3673312,1770.0,13.611694296591196
209,Bosnia and Herzegovina,2014,313,3654169,1770.0,856.5558954717201
210,Brazil,1985,4228,117478900,2363.0,359.8944150821977
211,Brazil,1986,4271,118776400,2363.0,359.58321686799735
212,Brazil,1987,4672,122822467,2363.0,380.386432068654
213,Brazil,1988,4466,125701294,2363.0,355.2867164597367
214,Brazil,1989,4463,128570308,2363.0,347.1252476116025
215,Brazil,1990,4803,131387553,2363.0,365.55974217740396
216,Brazil,1991,5156,134281850,2363.0,383.968496114702
217,Brazil,1992,5207,137007021,2363.0,380.0535156515811
218,Brazil,1993,5508,139615477,2363.0,394.51213564238293
219,Brazil,1994,5896,142188450,2363.0,414.66096578167924
220,Brazil,1995,6536,144783591,2363.0,451.4323726091308
221,Brazil,1996,6698,147353130,2363.0,454.5543077367953
222,Brazil,1997,6891,149932627,2363.0,459.6064337617455
223,Brazil,1998,6922,152524311,2363.0,453.8292915153703
224,Brazil,1999,6507,155122073,2363.0,419.47608577923023
225,Brazil,2000,6763,157715991,2363.0,428.8087693022834
226,Brazil,2001,7710,160178796,2363.0,481.3371178042816
227,Brazil,2002,7697,162761414,2363.0,472.9007822456003
228,Brazil,2003,7839,165396911,2363.0,473.9508103630787
229,Brazil,2004,7995,167993068,2363.0,475.9124941988677
230,Brazil,2005,8529,170483960,2363.0,500.28166872707556
231,Brazil,2006,8618,172974722,2363.0,498.223087186115
232,Brazil,2007,8855,175293192,2363.0,505.1536741940326
233,Brazil,2008,9184,177471632,2363.0,517.4911559950044
234,Brazil,2009,9346,179569551,2363.0,520.4668579919766
235,Brazil,2010,9429,181629712,2363.0,519.1331250913397
236,Brazil,2011,9822,183656441,2363.0,534.8029149710028
237,Brazil,2012,10295,185591215,2363.0,554.7137562518785
238,Brazil,2013,10513,187458852,2363.0,560.8164078589364
239,Brazil,2014,10631,189285554,2363.0,561.6382114400553
240,Brazil,2015,11163,191087085,2363.0,584.1839075623557
241,Bulgaria,1985,1456,8392500,2178.0,1734.8823354185286
242,Bulgaria,1986,1408,8391500,2178.0,1677.8883393910503
243,Bulgaria,1987,1492,8375400,2178.0,1781.4074551663205
244,Bulgaria,1988,1452,8389800,2178.0,1730.6729600228848
245,Bulgaria,1989,1460,8403200,2178.0,1737.4333587204874
246,Bulgaria,1990,1323,8418500,2178.0,1571.5388727207933
247,Bulgaria,1991,1384,8431900,2178.0,1641.3856900579942
248,Bulgaria,1992,1519,8041500,2178.0,1888.9510663433439
249,Bulgaria,1993,1470,8001000,2178.0,1837.270341207349
250,Bulgaria,1994,1464,7995500,2178.0,1831.0299543493215
251,Bulgaria,1995,1433,7983900,2178.0,1794.8621600971953
252,Bulgaria,1996,1526,7963300,2178.0,1916.2909848931977
253,Bulgaria,1997,1465,7933900,2178.0,1846.5067621220335
254,Bulgaria,1998,1503,7899500,2178.0,1902.652066586493
255,Bulgaria,1999,1307,7866600,2178.0,1661.45475809117
256,Bulgaria,2000,1383,7829095,2178.0,1766.4876974924941
257,Bulgaria,2001,1314,7591926,2178.0,1730.7861009182648
258,Bulgaria,2002,1317,7544410,2178.0,1745.6633454438452
259,Bulgaria,2003,1092,7493166,2178.0,1457.3279171981508
260,Bulgaria,2004,1013,7447563,2178.0,1360.1764765199034
261,Bulgaria,2005,982,7404051,2178.0,1326.3009668626
262,Bulgaria,2006,977,7358508,2178.0,1327.7148030551846
263,Bulgaria,2007,902,7312474,2178.0,1233.5086593128399
264,Bulgaria,2008,939,7267511,2178.0,1292.0517079368713
265,Bulgaria,2009,868,7219817,2178.0,1202.2465389358206
266,Bulgaria,2010,859,7162740,2178.0,1199.2617350343585
267,Bulgaria,2011,763,7056527,2178.0,1081.2684483457656
268,Bulgaria,2012,872,6959652,2178.0,1252.9362100288924
269,Bulgaria,2013,721,6920644,2178.0,1041.8105598265133
270,Bulgaria,2014,724,6883874,2178.0,1051.7333699018895
271,Canada,1985,3258,23499900,2066.4,1386.388878250546
272,Canada,1986,3670,23499100,2066.4,1561.7619398189718
273,Canada,1987,3591,23798100,2066.4,1508.9439913270387
274,Canada,1988,3510,24080600,2066.4,1457.6048769548931
275,Canada,1989,3491,24368400,2066.4,1432.593030317953
276,Canada,1990,3378,24704400,2066.4,1367.3677563510953
277,Canada,1991,3593,25390400,2066.4,1415.1017707479994
278,Canada,1992,3708,26454400,2066.4,1401.6571912422887
279,Canada,1993,3803,26944700,2066.4,1411.4092938499966
280,Canada,1994,3748,27246000,2066.4,1375.6147691404242
281,Canada,1995,3968,27618500,2066.4,1436.718141825226
282,Canada,1996,3941,27706600,2066.4,1422.4047699826035
283,Canada,1997,3681,28085100,2066.4,1310.6593887862248
284,Canada,1998,3699,28372536,2066.4,1303.72554642278
285,Canada,1999,4074,28681643,2066.4,1420.4207199706098
286,Canada,2000,3606,29008565,2066.4,1243.0811382776085
287,Canada,2001,3694,29262055,2066.4,1262.3857073606075
288,Canada,2002,3650,29642114,2066.4,1231.356171155674
289,Canada,2003,3765,29958833,2066.4,1256.7245192761682
290,Canada,2004,3613,30283966,2066.4,1193.0405680682643
291,Canada,2005,3743,30597090,2066.4,1223.3189496125285
292,Canada,2006,3512,30902962,2066.4,1136.4606408926109
293,Canada,2007,3611,31242631,2066.4,1155.7925451284816
294,Canada,2008,3705,31588641,2066.4,1172.8899638322523
295,Canada,2009,3890,31937357,2066.4,1218.0093675253088
296,Canada,2010,3951,32286140,2066.4,1223.7449258412432
297,Canada,2011,3728,32615418,2066.4,1143.0176979488658
298,Canada,2012,3926,32961196,2066.4,1191.09755604742
299,Canada,2013,4054,33314836,2066.4,1216.875268423954
300,Chile,1985,683,10675400,2807.8999999999996,639.7886730239617
301,Chile,1986,654,10931700,2807.8999999999996,598.2601059304592
302,Chile,1987,693,11209000,2807.8999999999996,618.2531894013739
303,Chile,1988,697,11306000,2807.8999999999996,616.4868211569079
304,Chile,1989,725,11501000,2807.8999999999996,630.3799669593949
305,Chile,1990,743,11709000,2807.8999999999996,634.554616107268
306,Chile,1991,787,11871000,2807.8999999999996,662.9601549995788
307,Chile,1992,658,12125000,2807.8999999999996,542.680412371134
308,Chile,1993,740,12306400,2807.8999999999996,601.3131378794774
309,Chile,1994,801,12526600,2807.8999999999996,639.4392732265738
310,Chile,1995,930,12897643,2807.8999999999996,721.061980084268
311,Chile,1996,917,13125089,2807.8999999999996,698.6619290733953
312,Chile,1997,910,13339550,2807.8999999999996,682.1819326738907
313,Chile,1998,1031,13543940,2807.8999999999996,761.2260538661571
314,Chile,1999,1041,13743882,2807.8999999999996,757.4279232024838
315,Chile,2000,1473,13943575,2807.8999999999996,1056.4005285588523
316,Chile,2001,1625,14139590,2807.8999999999996,1149.2553885933044
317,Chile,2002,1603,14332840,2807.8999999999996,1118.4105871550928
318,Chile,2003,1654,14523758,2807.8999999999996,1138.8237121549394
319,Chile,2004,1735,14710993,2807.8999999999996,1179.3901336232027
320,Chile,2005,1682,14893574,2807.8999999999996,1129.3461193397904
321,Chile,2006,1795,15071596,2807.8999999999996,1190.9820300384908
322,Chile,2007,1848,15245435,2807.8999999999996,1212.166133665586
323,Chile,2008,2088,15415661,2807.8999999999996,1354.466733538056
324,Chile,2009,2148,15584149,2807.8999999999996,1378.323577373394
325,Chile,2010,2001,15751851,2807.8999999999996,1270.3268968199359
326,Chile,2011,2027,15910783,2807.8999999999996,1273.9787853306777
327,Chile,2012,1841,16075247,2807.8999999999996,1145.2390125016432
328,Chile,2013,1738,16242244,2807.8999999999996,1070.0491877846437
329,Chile,2014,1789,16406867,2807.8999999999996,1090.3970879997992
330,Chile,2015,1838,16565725,2807.8999999999996,1109.519806709335
331,Colombia,1985,1001,25052400,1333.0,399.5625169644425
332,Colombia,1986,958,25585600,1333.0,374.42936651866677
333,Colombia,1987,951,28009432,1333.0,339.5284845476338
334,Colombia,1988,912,28649501,1333.0,318.33015171887286
335,Colombia,1989,831,29289829,1333.0,283.71623473800406
336,Colombia,1990,865,29930973,1333.0,288.99828949763844
337,Colombia,1991,1010,30584178,1333.0,330.23611097215036
338,Colombia,1992,1086,29615400,1333.0,366.7011082072165
339,Colombia,1993,1085,30242200,1333.0,358.77019529002524
340,Colombia,1994,1198,30874600,1333.0,388.02122132756375
341,Colombia,1995,1150,33090899,1333.0,347.52757850428907
342,Colombia,1996,1209,33703636,1333.0,358.71500629783685
343,Colombia,1997,1242,34338825,1333.0,361.6897200180845
344,Colombia,1998,2052,34987039,1333.0,586.502904689934
345,Colombia,1999,2143,35629408,1333.0,601.4694378306818
346,Colombia,2000,2358,36252342,1333.0,650.4407356633676
347,Colombia,2001,2412,36884428,1333.0,653.9345004889325
348,Colombia,2002,2379,37478276,1333.0,634.7677251749788
349,Colombia,2003,2269,38044513,1333.0,596.4066355639774
350,Colombia,2004,2244,38604716,1333.0,581.276132169966
351,Colombia,2005,2102,39172790,1333.0,536.5969592668789
352,Colombia,2006,2177,39708676,1333.0,548.2429079226918
353,Colombia,2007,2181,40275206,1333.0,541.524232054828
354,Colombia,2008,2220,40859129,1333.0,543.3302310482438
355,Colombia,2009,2249,41436173,1333.0,542.7624795369013
356,Colombia,2010,2107,41989103,1333.0,501.79685905650337
357,Colombia,2011,2044,42538305,1333.0,480.50809734896586
358,Colombia,2012,2119,43055864,1333.0,492.1513130011745
359,Colombia,2013,2068,43546298,1333.0,474.89685575568325
360,Colombia,2014,2126,44021800,1333.0,482.94254210413925
361,Colombia,2015,2332,44490427,1333.0,524.1577025098006
362,Croatia,1995,929,4497400,1914.0,2065.637924133944
363,Croatia,1996,1001,4220800,1914.0,2371.5883244882484
364,Croatia,1997,946,4295100,1914.0,2202.5098367907617
365,Croatia,1998,1029,4227900,1914.0,2433.832399063365
366,Croatia,1999,989,4283800,1914.0,2308.6978850553246
367,Croatia,2000,926,4118000,1914.0,2248.664400194269
368,Croatia,2001,881,4180633,1914.0,2107.336377051035
369,Croatia,2002,874,4217300,1914.0,2072.4160007587793
370,Croatia,2003,865,4225600,1914.0,2047.0465732677017
371,Croatia,2004,871,4229600,1914.0,2059.296387365235
372,Croatia,2005,874,4235875,1914.0,2063.328119927996
373,Croatia,2006,796,4234946,1914.0,1879.5989370348523
374,Croatia,2007,775,4230855,1914.0,1831.7810466206004
375,Croatia,2008,793,4225583,1914.0,1876.664119483631
376,Croatia,2009,790,4216050,1914.0,1873.7918193569813
377,Croatia,2010,776,4203963,1914.0,1845.8773305093314
378,Croatia,2011,702,4189029,1914.0,1675.806016143598
379,Croatia,2012,776,4054296,1914.0,1914.0191046731663
380,Croatia,2013,692,4044457,1914.0,1710.9836994187353
381,Croatia,2014,722,4030452,1914.0,1791.3623583657616
382,Croatia,2015,739,4001669,1914.0,1846.7294521360964
383,Croatia,2016,683,3567043,1914.0,1914.7512379301286
384,Cyprus,1999,1,856733,3314.1000000000004,11.67224794655978
385,Cyprus,2000,7,875229,3314.1000000000004,79.97906833525855
386,Cyprus,2004,7,690616,3314.1000000000004,101.35878693803794
387,Cyprus,2005,17,701263,3314.1000000000004,242.41974836830119
388,Cyprus,2006,19,713426,3314.1000000000004,266.3205434060435
389,Cyprus,2007,19,728566,3314.1000000000004,260.7862568387764
390,Cyprus,2008,41,747034,3314.1000000000004,548.8371345882517
391,Cyprus,2009,32,767174,3314.1000000000004,417.1152828432663
392,Cyprus,2010,38,787081,3314.1000000000004,482.7965609638652
393,Cyprus,2011,30,800820,3314.1000000000004,374.6160185809545
394,Cyprus,2012,36,814305,3314.1000000000004,442.0947924917568
395,Cyprus,2013,45,813016,3314.1000000000004,553.4946421718638
396,Cyprus,2014,44,804818,3314.1000000000004,546.7074543561401
397,Cyprus,2015,40,796037,3314.1000000000004,502.4892059037457
398,Cyprus,2016,36,711344,3314.1000000000004,506.0842574056996
399,Czech Republic,1990,1997,9710900,1668.0,2056.452028133335
400,Czech Republic,1991,1904,9667500,1668.0,1969.485389190587
401,Czech Republic,1992,1991,9681900,1668.0,2056.41454673153
402,Czech Republic,1993,1917,9703400,1668.0,1975.5961827812932
403,Czech Republic,1994,1872,9723700,1668.0,1925.1930849368039
404,Czech Republic,1995,1733,9744300,1668.0,1778.4756216454748
405,Czech Republic,1996,1568,9763900,1668.0,1605.9156689437623
406,Czech Republic,1997,1666,9786700,1668.0,1702.3102782347469
407,Czech Republic,1998,1613,9808300,1668.0,1644.5255548871874
408,Czech Republic,1999,1610,9819215,1668.0,1639.6422728293453
409,Czech Republic,2000,1649,9819742,1668.0,1679.2701885650356
410,Czech Republic,2001,1623,9838083,1668.0,1649.7116358949195
411,Czech Republic,2002,1534,9752463,1668.0,1572.9359855043797
412,Czech Republic,2003,1719,9748550,1668.0,1763.3391632601772
413,Czech Republic,2004,1583,9746647,1668.0,1624.1482840201354
414,Czech Republic,2005,1565,9761733,1668.0,1603.1989401881815
415,Czech Republic,2006,1400,9780319,1668.0,1431.4461522165075
416,Czech Republic,2007,1379,9818295,1668.0,1404.5208460328397
417,Czech Republic,2008,1379,9899594,1668.0,1392.98641944306
418,Czech Republic,2009,1464,9937407,1668.0,1473.22133429777
419,Czech Republic,2010,1502,9945273,1668.0,1510.2652285161
420,Czech Republic,2011,1590,9906318,1668.0,1605.0363010757378
421,Czech Republic,2012,1658,9923127,1668.0,1670.8442812432008
422,Czech Republic,2013,1577,9936780,1668.0,1587.033224042396
423,Czech Republic,2014,1489,9963127,1668.0,1494.510709338544
424,Czech Republic,2015,1387,9989325,1668.0,1388.4822047535745
425,Czech Republic,2016,1318,8929942,1668.0,1475.9334383134853
426,Denmark,1994,999,4874900,1739.0,2049.2728055960124
427,Denmark,1995,924,4889100,1739.0,1889.9183898877095
428,Denmark,1996,892,4917300,1739.0,1814.0036198726943
429,Denmark,1997,817,4937300,1739.0,1654.7505721750756
430,Denmark,1998,763,4956400,1739.0,1539.4237753207974
431,Denmark,1999,762,4976200,1739.0,1531.2889353321812
432,Denmark,2000,728,4998610,1739.0,1456.4048805567948
433,Denmark,2001,727,5018451,1739.0,1448.6541763584023
434,Denmark,2002,688,5041222,1739.0,1364.7484677326252
435,Denmark,2003,633,5056783,1739.0,1251.7839899398493
436,Denmark,2004,661,5072927,1739.0,1302.9952924613344
437,Denmark,2005,631,5089852,1739.0,1239.7217050711886
438,Denmark,2006,650,5110460,1739.0,1271.9011595825034
439,Denmark,2007,581,5133001,1739.0,1131.8914607653496
440,Denmark,2008,603,5162525,1739.0,1168.033084585547
441,Denmark,2009,622,5192790,1739.0,1197.8146622528545
442,Denmark,2010,563,5217785,1739.0,1079.001913647266
443,Denmark,2011,589,5244150,1739.0,1123.1562789012519
444,Denmark,2012,661,5270539,1739.0,1254.1411798679414
445,Denmark,2013,610,5299698,1739.0,1151.0089820212397
446,Denmark,2014,629,5339166,1739.0,1178.0866150256425
447,Denmark,2015,564,5383060,1739.0,1047.7312160741287
