,country,year,sex,suicides_no,population
3266,United States,1993,female,6092,122367300
3267,United States,1993,male,24992,115725000
3268,United States,1994,female,5966,123632000
3269,United States,1994,male,25157,116982100
3270,United States,1995,female,5914,124875600
3271,United States,1995,male,25358,118288600
3272,United States,1996,female,5899,126055200
3273,United States,1996,male,24980,119942600
3274,United States,1997,female,6041,127269600
3275,United States,1997,male,24476,121216800
3276,United States,1998,female,6037,128982300
3277,United States,1998,male,24521,122350200
3278,United States,1999,female,5741,130154787
3279,United States,1999,male,23442,123593884
3280,United States,2000,female,5732,134003278
3281,United States,2000,male,23611,128242830
3282,United States,2001,female,5949,135519720
3283,United States,2001,male,24658,129907826
3284,United States,2002,female,6246,137123948
3285,United States,2002,male,25399,131635611
3286,United States,2003,female,6281,138109635
3287,United States,2003,male,25196,132931875
3288,United States,2004,female,6873,139309727
3289,United States,2004,male,25555,134274409
3290,United States,2005,female,6729,140488280
3291,United States,2005,male,25900,135618400
3292,United States,2006,female,6992,141910455
3293,United States,2006,male,26300,137070393
3294,United States,2007,female,7329,142743825
3295,United States,2007,male,27267,137914781
3296,United States,2008,female,7583,143315811
3297,United States,2008,male,28447,139039754
3298,United States,2009,female,7821,144708230
3299,United States,2009,male,29079,140454432
3300,United States,2010,female,8087,146028555
3301,United States,2010,male,30275,141810594
3302,United States,2011,female,8512,147236386
3303,United States,2011,male,30996,143077439
3304,United States,2012,female,8819,148454780
3305,United States,2012,male,31777,144372348
3306,United States,2013,female,9094,149659609
3307,United States,2013,male,32049,145663253
3308,United States,2014,female,9659,150830949
3309,United States,2014,male,33110,146918786
3310,United States,2015,female,10199,151958511
3311,United States,2015,male,33990,148120000
3312,Uruguay,1985,female,51,1396300
3313,Uruguay,1985,male,236,1341100
3314,Uruguay,1986,female,57,1406600
3315,Uruguay,1986,male,205,1351000
3316,Uruguay,1987,female,66,1417300
3317,Uruguay,1987,male,192,1361600
3318,Uruguay,1988,female,56,1427900
3319,Uruguay,1988,male,212,1371700
3320,Uruguay,1989,female,68,1438800
3321,Uruguay,1989,male,276,1381900
3322,Uruguay,1990,female,66,1459000
3323,Uruguay,1990,male,249,1375000
3324,Uruguay,1993,female,99,1500243
3325,Uruguay,1993,male,319,1395985
3326,Uruguay,1994,female,78,1512859
3327,Uruguay,1994,male,328,1407437
3328,Uruguay,1995,female,103,1525180
3329,Uruguay,1995,male,324,1418636
3330,Uruguay,1996,female,86,1537456
3331,Uruguay,1996,male,307,1429822
3332,Uruguay,1997,female,90,1550177
3333,Uruguay,1997,male,366,1441485
3334,Uruguay,1998,female,106,1562349
3335,Uruguay,1998,male,415,1452538
3336,Uruguay,1999,female,84,1572921
3337,Uruguay,1999,male,366,1461912
3338,Uruguay,2000,female,94,1581251
3339,Uruguay,2000,male,461,1468918
3340,Uruguay,2001,female,109,1587443
3341,Uruguay,2001,male,390,1473581
3342,Uruguay,2002,female,141,1590416
3343,Uruguay,2002,male,534,1474841
3344,Uruguay,2003,female,123,1591567
3345,Uruguay,2003,male,412,1474205
3346,Uruguay,2004,female,108,1592801
3347,Uruguay,2004,male,412,1473688
3348,Uruguay,2005,female,115,1595461
3349,Uruguay,2005,male,383,1474717
3350,Uruguay,2006,female,136,1599789
3351,Uruguay,2006,male,392,1477656
3352,Uruguay,2007,female,135,1605660
3353,Uruguay,2007,male,441,1482297
3354,Uruguay,2008,female,112,1612599
3355,Uruguay,2008,male,411,1488192
3356,Uruguay,2009,female,103,1619759
3357,Uruguay,2009,male,408,1494547
3358,Uruguay,2010,female,126,1626515
3359,Uruguay,2010,male,421,1500791
3360,Uruguay,2012,female,123,1638793
3361,Uruguay,2012,male,476,1513146
3362,Uruguay,2013,female,123,1644909
3363,Uruguay,2013,male,423,1519761
3364,Uruguay,2014,female,131,1651079
3365,Uruguay,2014,male,460,1526566
3366,Uruguay,2015,female,131,1657298
3367,Uruguay,2015,male,499,1533497
3368,Uzbekistan,1990,female,451,8727300
3369,Uzbekistan,1990,male,1008,8438400
3370,Uzbekistan,1991,female,354,8819700
3371,Uzbekistan,1991,male,1039,8528100
3372,Uzbekistan,1992,female,348,9284900
3373,Uzbekistan,1992,male,996,8972100
3374,Uzbekistan,1993,female,350,9400600
3375,Uzbekistan,1993,male,1005,9108700
3376,Uzbekistan,1994,female,342,9702500
3377,Uzbekistan,1994,male,1077,9442200
3378,Uzbekistan,1995,female,331,9916800
3379,Uzbekistan,1995,male,1154,9682200
3380,Uzbekistan,1996,female,367,10041800
3381,Uzbekistan,1996,male,1332,9812700
3382,Uzbekistan,1997,female,348,10290600
3383,Uzbekistan,1997,male,1206,10073700
3384,Uzbekistan,1998,female,368,10531900
3385,Uzbekistan,1998,male,1252,10329300
3386,Uzbekistan,1999,female,420,10757624
3387,Uzbekistan,1999,male,1375,10572292
3388,Uzbekistan,2000,female,464,10977784
3389,Uzbekistan,2000,male,1455,10811283
3390,Uzbekistan,2001,female,452,11190637
3391,Uzbekistan,2001,male,1462,11040890
3392,Uzbekistan,2002,female,399,11383247
3393,Uzbekistan,2002,male,1177,11249009
3394,Uzbekistan,2003,female,379,11551839
3395,Uzbekistan,2003,male,1037,11431044
3396,Uzbekistan,2004,female,308,11705632
3397,Uzbekistan,2004,male,943,11595209
3398,Uzbekistan,2005,female,300,11851042
3399,Uzbekistan,2005,male,921,11749305
3400,Uzbekistan,2009,female,376,12759707
3401,Uzbekistan,2009,male,1023,12528395
3402,Uzbekistan,2010,female,453,12940656
3403,Uzbekistan,2010,male,1011,12711127
3404,Uzbekistan,2011,female,517,13103209
3405,Uzbekistan,2011,male,1123,12874840
3406,Uzbekistan,2012,female,615,13304312
3407,Uzbekistan,2012,male,1220,13077518
3408,Uzbekistan,2013,female,628,13531933
3409,Uzbekistan,2013,male,1322,13306991
3410,Uzbekistan,2014,female,690,13767888
3411,Uzbekistan,2014,male,1405,13545619
