,country,year,sex,suicides_no,population
763,Croatia,2014,male,536,1938503
764,Croatia,2015,female,197,2077384
765,Croatia,2015,male,542,1924285
766,Croatia,2016,female,168,1864505
767,Croatia,2016,male,515,1702538
768,Cyprus,1999,female,0,425837
769,Cyprus,1999,male,1,430896
770,Cyprus,2000,female,0,434793
771,Cyprus,2000,male,7,440436
772,Cyprus,2004,female,2,352930
773,Cyprus,2004,male,5,337686
774,Cyprus,2005,female,5,358486
775,Cyprus,2005,male,12,342777
776,Cyprus,2006,female,7,364754
777,Cyprus,2006,male,12,348672
778,Cyprus,2007,female,4,372478
779,Cyprus,2007,male,15,356088
780,Cyprus,2008,female,10,382289
781,Cyprus,2008,male,31,364745
782,Cyprus,2009,female,7,393500
783,Cyprus,2009,male,25,373674
784,Cyprus,2010,female,8,404735
785,Cyprus,2010,male,30,382346
786,Cyprus,2011,female,5,412437
787,Cyprus,2011,male,25,388383
788,Cyprus,2012,female,2,419733
789,Cyprus,2012,male,34,394572
790,Cyprus,2013,female,5,418843
791,Cyprus,2013,male,40,394173
792,Cyprus,2014,female,13,415223
793,Cyprus,2014,male,31,389595
794,Cyprus,2015,female,9,410382
795,Cyprus,2015,male,31,385655
796,Cyprus,2016,female,5,368711
797,Cyprus,2016,male,31,342633
798,Czech Republic,1990,female,563,5008100
799,Czech Republic,1990,male,1434,4702800
800,Czech Republic,1991,female,511,4992300
801,Czech Republic,1991,male,1393,4675200
802,Czech Republic,1992,female,506,4998400
803,Czech Republic,1992,male,1485,4683500
804,Czech Republic,1993,female,505,5008100
805,Czech Republic,1993,male,1412,4695300
806,Czech Republic,1994,female,531,5016600
807,Czech Republic,1994,male,1341,4707100
808,Czech Republic,1995,female,449,5025200
809,Czech Republic,1995,male,1284,4719100
810,Czech Republic,1996,female,362,5032400
811,Czech Republic,1996,male,1206,4731500
812,Czech Republic,1997,female,355,5041500
813,Czech Republic,1997,male,1311,4745200
814,Czech Republic,1998,female,345,5050700
815,Czech Republic,1998,male,1268,4757600
816,Czech Republic,1999,female,325,5054401
817,Czech Republic,1999,male,1285,4764814
818,Czech Republic,2000,female,351,5053015
819,Czech Republic,2000,male,1298,4766727
820,Czech Republic,2001,female,329,5052815
821,Czech Republic,2001,male,1294,4785268
822,Czech Republic,2002,female,318,5018336
823,Czech Republic,2002,male,1216,4734127
824,Czech Republic,2003,female,354,5013316
825,Czech Republic,2003,male,1365,4735234
826,Czech Republic,2004,female,297,5011597
827,Czech Republic,2004,male,1286,4735050
828,Czech Republic,2005,female,292,5013201
829,Czech Republic,2005,male,1273,4748532
830,Czech Republic,2006,female,258,5017226
831,Czech Republic,2006,male,1142,4763093
832,Czech Republic,2007,female,230,5029238
833,Czech Republic,2007,male,1149,4789057
834,Czech Republic,2008,female,256,5058312
835,Czech Republic,2008,male,1123,4841282
836,Czech Republic,2009,female,234,5070957
837,Czech Republic,2009,male,1230,4866450
838,Czech Republic,2010,female,257,5077475
839,Czech Republic,2010,male,1245,4867798
840,Czech Republic,2011,female,253,5055523
841,Czech Republic,2011,male,1337,4850795
842,Czech Republic,2012,female,278,5062268
843,Czech Republic,2012,male,1380,4860859
844,Czech Republic,2013,female,283,5069003
845,Czech Republic,2013,male,1294,4867777
846,Czech Republic,2014,female,293,5081734
847,Czech Republic,2014,male,1196,4881393
848,Czech Republic,2015,female,254,5092903
849,Czech Republic,2015,male,1133,4896422
850,Czech Republic,2016,female,258,4575478
851,Czech Republic,2016,male,1060,4354464
852,Denmark,1994,female,319,2476300
853,Denmark,1994,male,680,2398600
854,Denmark,1995,female,299,2483000
855,Denmark,1995,male,625,2406100
856,Denmark,1996,female,261,2495900
857,Denmark,1996,male,631,2421400
858,Denmark,1997,female,257,2505300
859,Denmark,1997,male,560,2432000
860,Denmark,1998,female,216,2514700
861,Denmark,1998,male,547,2441700
862,Denmark,1999,female,199,2523761
863,Denmark,1999,male,563,2452439
864,Denmark,2000,female,195,2534615
865,Denmark,2000,male,533,2463995
866,Denmark,2001,female,220,2543703
867,Denmark,2001,male,507,2474748
868,Denmark,2002,female,185,2554260
869,Denmark,2002,male,503,2486962
870,Denmark,2003,female,153,2561320
871,Denmark,2003,male,480,2495463
872,Denmark,2004,female,192,2569012
873,Denmark,2004,male,469,2503915
874,Denmark,2005,female,174,2576916
875,Denmark,2005,male,457,2512936
876,Denmark,2006,female,178,2585988
877,Denmark,2006,male,472,2524472
878,Denmark,2007,female,180,2596281
879,Denmark,2007,male,401,2536720
880,Denmark,2008,female,185,2609669
881,Denmark,2008,male,418,2552856
882,Denmark,2009,female,145,2624271
883,Denmark,2009,male,477,2568519
884,Denmark,2010,female,158,2636923
885,Denmark,2010,male,405,2580862
886,Denmark,2011,female,152,2649570
887,Denmark,2011,male,437,2594580
888,Denmark,2012,female,167,2661672
889,Denmark,2012,male,494,2608867
890,Denmark,2013,female,160,2675692
891,Denmark,2013,male,450,2624006
892,Denmark,2014,female,160,2693368
893,Denmark,2014,male,469,2645798
894,Denmark,2015,female,174,2711902
895,Denmark,2015,male,390,2671158
896,Ecuador,1985,female,114,3805900
897,Ecuador,1985,male,279,3855900
898,Ecuador,1986,female,131,3915100
899,Ecuador,1986,male,246,3966200
900,Ecuador,1987,female,131,4160300
901,Ecuador,1987,male,259,4196500
902,Ecuador,1988,female,142,4278300
903,Ecuador,1988,male,324,4314900
904,Ecuador,1989,female,164,4276512
905,Ecuador,1989,male,267,4302107
906,Ecuador,1990,female,153,4387923
907,Ecuador,1990,male,295,4413010
908,Ecuador,1991,female,189,4530300
909,Ecuador,1991,male,305,4561400
910,Ecuador,1992,female,172,4615052
911,Ecuador,1992,male,333,4638103
912,Ecuador,1993,female,222,4733295
913,Ecuador,1993,male,352,4755188
914,Ecuador,1994,female,171,4852397
915,Ecuador,1994,male,341,4872858
916,Ecuador,1995,female,180,4970951
917,Ecuador,1995,male,366,4989612
918,Ecuador,1996,female,197,5089830
919,Ecuador,1996,male,396,5106018
920,Ecuador,1997,female,189,5207186
921,Ecuador,1997,male,390,5220587
922,Ecuador,1998,female,173,5323007
923,Ecuador,1998,male,373,5333439
924,Ecuador,1999,female,190,5437927
925,Ecuador,1999,male,426,5445356
926,Ecuador,2000,female,163,5552434
927,Ecuador,2000,male,371,5556949
928,Ecuador,2001,female,185,5663326
929,Ecuador,2001,male,399,5665002
930,Ecuador,2002,female,180,5774897
931,Ecuador,2002,male,397,5773873
932,Ecuador,2003,female,222,5887336
933,Ecuador,2003,male,453,5883666
934,Ecuador,2004,female,236,6000268
935,Ecuador,2004,male,555,5993885
936,Ecuador,2005,female,260,6113454
937,Ecuador,2005,male,683,6104189
938,Ecuador,2006,female,298,6230898
939,Ecuador,2006,male,602,6218476
940,Ecuador,2007,female,274,6346517
941,Ecuador,2007,male,731,6330837
942,Ecuador,2008,female,255,6461089
943,Ecuador,2008,male,673,6442094
944,Ecuador,2009,female,245,6576211
945,Ecuador,2009,male,719,6553950
946,Ecuador,2010,female,254,6692863
947,Ecuador,2010,male,658,6667422
948,Ecuador,2011,female,264,6806183
949,Ecuador,2011,male,654,6777370
950,Ecuador,2012,female,265,6923839
951,Ecuador,2012,male,711,6892022
952,Ecuador,2013,female,186,7044578
953,Ecuador,2013,male,490,7010035
954,Ecuador,2014,female,167,7166120
955,Ecuador,2014,male,567,7129025
956,Ecuador,2015,female,266,7286798
957,Ecuador,2015,male,807,7247226
958,El Salvador,1990,female,196,2324156
959,El Salvador,1990,male,375,2186396
960,El Salvador,1991,female,154,2361039
961,El Salvador,1991,male,320,2215946
962,El Salvador,1992,female,147,2358400
963,El Salvador,1992,male,272,2233200
964,El Salvador,1993,female,152,2411200
965,El Salvador,1993,male,272,2283100
966,El Salvador,1995,female,202,2507182
967,El Salvador,1995,male,418,2329215
968,El Salvador,1996,female,168,2539710
969,El Salvador,1996,male,372,2352681
970,El Salvador,1997,female,198,2573093
971,El Salvador,1997,male,379,2376209
972,El Salvador,1998,female,167,2606834
973,El Salvador,1998,male,345,2399504
974,El Salvador,1999,female,169,2640454
975,El Salvador,1999,male,346,2422305
976,El Salvador,2000,female,142,2673637
977,El Salvador,2000,male,319,2444552
978,El Salvador,2001,female,152,2707534
979,El Salvador,2001,male,362,2467560
980,El Salvador,2002,female,132,2740914
981,El Salvador,2002,male,304,2489544
982,El Salvador,2003,female,139,2773305
983,El Salvador,2003,male,388,2510237
984,El Salvador,2004,female,115,2803991
985,El Salvador,2004,male,349,2529179
986,El Salvador,2005,female,118,2832655
987,El Salvador,2005,male,337,2546224
988,El Salvador,2006,female,118,2863370
989,El Salvador,2006,male,293,2565674
990,El Salvador,2007,female,112,2888372
991,El Salvador,2007,male,389,2579489
992,El Salvador,2008,female,116,2909566
993,El Salvador,2008,male,374,2589721
994,El Salvador,2009,female,113,2929715
995,El Salvador,2009,male,393,2599195
996,El Salvador,2010,female,95,2950680
997,El Salvador,2010,male,304,2609773
998,El Salvador,2011,female,118,2968446
999,El Salvador,2011,male,367,2617339
1000,El Salvador,2012,female,116,2989691
1001,El Salvador,2012,male,396,2629132
1002,El Salvador,2013,female,98,3013311
1003,El Salvador,2013,male,386,2643939
1004,El Salvador,2014,female,108,3037035
1005,El Salvador,2014,male,278,2659294
1006,Estonia,1995,female,128,732405
1007,Estonia,1995,male,466,624246
1008,Estonia,1996,female,112,725418
1009,Estonia,1996,male,433,616784
1010,Estonia,1997,female,91,720048
1011,Estonia,1997,male,431,611186
1012,Estonia,1998,female,81,715181
1013,Estonia,1998,male,396,606538
1014,Estonia,1999,female,93,710815
1015,Estonia,1999,male,375,602383
1016,Estonia,2000,female,88,715455
1017,Estonia,2000,male,289,618720
1018,Estonia,2001,female,86,711200
1019,Estonia,2001,male,315,614410
1020,Estonia,2002,female,72,706835
1021,Estonia,2002,male,299,609855
1022,Estonia,2003,female,66,702060
1023,Estonia,2003,male,276,605100
1024,Estonia,2004,female,59,697335
1025,Estonia,2004,male,264,600315
1026,Estonia,2005,female,53,692660
1027,Estonia,2005,male,220,595835
1028,Estonia,2006,female,56,687665
1029,Estonia,2006,male,191,591250
1030,Estonia,2007,female,46,683390
1031,Estonia,2007,male,205,587025
1032,Estonia,2008,female,53,679985
1033,Estonia,2008,male,189,584020
1034,Estonia,2009,female,49,676875
1035,Estonia,2009,male,220,582135
1036,Estonia,2010,female,42,673735
1037,Estonia,2010,male,181,580490
1038,Estonia,2011,female,40,670591
1039,Estonia,2011,male,178,578836
1040,Estonia,2012,female,47,670869
1041,Estonia,2012,male,190,580762
1042,Estonia,2013,female,47,665983
1043,Estonia,2013,male,171,577113
1044,Estonia,2014,female,48,664500
1045,Estonia,2014,male,193,577352
1046,Estonia,2015,female,36,664414
1047,Estonia,2015,male,159,579036
1048,Fiji,2001,female,8,354477
1049,Fiji,2001,male,28,364982
1050,Fiji,2002,female,16,355999
1051,Fiji,2002,male,26,367188
1052,Fiji,2003,female,4,356811
1053,Fiji,2003,male,6,368780
1054,Fiji,2004,female,8,357833
1055,Fiji,2004,male,16,370575
1056,Fiji,2005,female,6,359588
1057,Fiji,2005,male,16,373019
1058,Fiji,2006,female,9,361855
1059,Fiji,2006,male,15,375904
1060,Fiji,2007,female,3,365256
1061,Fiji,2007,male,10,379799
1062,Fiji,2008,female,12,369386
1063,Fiji,2008,male,25,384272
1064,Fiji,2009,female,7,373675
1065,Fiji,2009,male,19,388728
1066,Fiji,2011,female,8,380724
1067,Fiji,2011,male,30,395601
1068,Fiji,2012,female,10,384235
1069,Fiji,2012,male,22,398704
1070,Finland,1987,female,298,2387200
1071,Finland,1987,male,1065,2226900
1072,Finland,1988,female,295,2396300
1073,Finland,1988,male,1107,2237300
1074,Finland,1989,female,295,2405700
1075,Finland,1989,male,1118,2248600
1076,Finland,1990,female,319,2414700
1077,Finland,1990,male,1193,2260400
1078,Finland,1991,female,303,2425100
1079,Finland,1991,male,1190,2273400
1080,Finland,1992,female,295,2434600
1081,Finland,1992,male,1156,2286300
1082,Finland,1993,female,291,2443500
1083,Finland,1993,male,1106,2297500
1084,Finland,1994,female,307,2452200
1085,Finland,1994,male,1080,2309400
1086,Finland,1995,female,308,2461000
1087,Finland,1995,male,1080,2320300
1088,Finland,1996,female,282,2470500
1089,Finland,1996,male,965,2331700
1090,Finland,1997,female,284,2479800
1091,Finland,1997,male,1038,2343400
1092,Finland,1998,female,266,2489433
1093,Finland,1998,male,962,2355240
1094,Finland,1999,female,253,2498287
1095,Finland,1999,male,954,2365968
1096,Finland,2000,female,292,2505936
1097,Finland,2000,male,873,2375884
1098,Finland,2001,female,271,2513156
1099,Finland,2001,male,933,2385827
1100,Finland,2002,female,271,2520068
1101,Finland,2002,male,824,2395546
1102,Finland,2003,female,260,2525902
1103,Finland,2003,male,815,2403954
1104,Finland,2004,female,252,2532379
1105,Finland,2004,male,812,2412386
1106,Finland,2005,female,270,2540007
1107,Finland,2005,male,724,2421777
1108,Finland,2006,female,259,2548058
1109,Finland,2006,male,803,2431682
1110,Finland,2007,female,244,2556619
1111,Finland,2007,male,751,2442234
1112,Finland,2008,female,232,2565736
1113,Finland,2008,male,801,2454360
1114,Finland,2009,female,273,2575455
1115,Finland,2009,male,761,2466861
1116,Finland,2010,female,236,2584968
1117,Finland,2010,male,718,2478526
1118,Finland,2011,female,202,2595065
1119,Finland,2011,male,710,2490920
1120,Finland,2012,female,218,2605948
1121,Finland,2012,male,655,2504502
1122,Finland,2013,female,221,2617028
1123,Finland,2013,male,666,2518405
1124,Finland,2014,female,190,2628022
1125,Finland,2014,male,599,2531922
1126,Finland,2015,female,173,2637592
1127,Finland,2015,male,558,2544205
1128,France,1985,female,3603,26422100
1129,France,1985,male,8898,24960500
1130,France,1986,female,3657,26558500
1131,France,1986,male,8872,25079100
1132,France,1987,female,3574,26702400
1133,France,1987,male,8587,25198400
1134,France,1988,female,3365,26838800
1135,France,1988,male,8234,25318800
1136,France,1989,female,3372,26969100
1137,France,1989,male,8343,25448800
1138,France,1990,female,3225,27263800
1139,France,1990,male,8178,25689100
1140,France,1991,female,3281,27429500
1141,France,1991,male,8221,25853400
1142,France,1992,female,3202,27599900
1143,France,1992,male,8442,26022400
1144,France,1993,female,3390,27764200
1145,France,1993,male,8861,26181200
1146,France,1994,female,3169,27920500
1147,France,1994,male,8872,26326600
1148,France,1995,female,3214,28066100
1149,France,1995,male,8605,26462400
1150,France,1996,female,3105,28200800
1151,France,1996,male,8174,26590800
1152,France,1997,female,3040,28330500
1153,France,1997,male,8099,26715000
1154,France,1998,female,2763,28450500
1155,France,1998,male,7771,26830200
1156,France,1999,female,2841,28407095
1157,France,1999,male,7427,26636298
1158,France,2000,female,2874,28519605
1159,France,2000,male,7975,26748019
1160,France,2001,female,2789,28641493
1161,France,2001,male,7660,26869779
1162,France,2002,female,2915,28861173
1163,France,2002,male,7728,27074344
1164,France,2003,female,2833,29075425
1165,France,2003,male,8038,27284977
1166,France,2004,female,2949,29305421
1167,France,2004,male,7855,27508501
1168,France,2005,female,2884,29482686
1169,France,2005,male,7829,27678001
1170,France,2006,female,2830,29938048
1171,France,2006,male,7593,27886399
1172,France,2007,female,2708,30108155
1173,France,2007,male,7419,28058856
1174,France,2008,female,2734,30268224
1175,France,2008,male,7619,28214743
1176,France,2009,female,2734,30413079
1177,France,2009,male,7765,28357648
1178,France,2010,female,2738,30554559
1179,France,2010,male,7641,28501724
1180,France,2011,female,2618,30698311
1181,France,2011,male,7790,28646332
1182,France,2012,female,2417,30843165
1183,France,2012,male,7326,28795292
1184,France,2013,female,2375,30982964
1185,France,2013,male,7225,28927105
1186,France,2014,female,2220,31162818
1187,France,2014,male,6661,29113136
1188,Georgia,1990,female,56,2639700
1189,Georgia,1990,male,140,2346700
1190,Georgia,1991,female,51,2657650
1191,Georgia,1991,male,123,2360900
1192,Georgia,1992,female,53,2642550
1193,Georgia,1992,male,151,2346150
1194,Georgia,1994,female,33,2395850
1195,Georgia,1994,male,90,2123050
1196,Georgia,1995,female,32,2339500
1197,Georgia,1995,male,106,2071350
1198,Georgia,1996,female,38,2287250
1199,Georgia,1996,male,124,2023100
1200,Georgia,1997,female,35,2251250
1201,Georgia,1997,male,141,1989350
1202,Georgia,1998,female,30,2235350
1203,Georgia,1998,male,118,1973900
1204,Georgia,1999,female,42,2224700
1205,Georgia,1999,male,147,1963050
1206,Georgia,2000,female,28,2213850
1207,Georgia,2000,male,102,1951750
1208,Georgia,2001,female,27,2201100
1209,Georgia,2001,male,73,1939850
1210,Georgia,2004,female,28,2175650
1211,Georgia,2004,male,147,1914200
1212,Georgia,2005,female,18,2192400
1213,Georgia,2005,male,69,1939600
1214,Georgia,2006,female,13,2206750
1215,Georgia,2006,male,59,1959750
1216,Georgia,2007,female,20,2199150
1217,Georgia,2007,male,84,1955750
1218,Georgia,2009,female,39,2198300
1219,Georgia,2009,male,149,1960450
1220,Georgia,2010,female,16,2212000
1221,Georgia,2010,male,96,1981800
1222,Georgia,2011,female,15,2215200
1223,Georgia,2011,male,84,1987400
1224,Georgia,2012,female,13,2212200
1225,Georgia,2012,male,91,1988700
1226,Georgia,2013,female,23,2206300
1227,Georgia,2013,male,134,1986300
1228,Georgia,2014,female,36,1826400
1229,Georgia,2014,male,158,1644200
1230,Georgia,2015,female,48,1816600
1231,Georgia,2015,male,144,1641800
1232,Germany,1990,female,4390,38943900
1233,Germany,1990,male,9534,36014900
1234,Germany,1991,female,4354,39141800
1235,Germany,1991,male,9656,36354100
1236,Germany,1992,female,4132,39361600
1237,Germany,1992,male,9326,36770100
1238,Germany,1993,female,3730,39609900
1239,Germany,1993,male,8960,37183500
1240,Germany,1994,female,3588,39772400
1241,Germany,1994,male,9130,37391000
1242,Germany,1995,female,3666,39927600
1243,Germany,1995,male,9222,37619900
1244,Germany,1996,female,3497,40054700
1245,Germany,1996,male,8728,37827800
1246,Germany,1997,female,3421,40123600
1247,Germany,1997,male,8835,37944300
1248,Germany,1998,female,3073,40111000
1249,Germany,1998,male,8581,37960100
1250,Germany,1999,female,3078,40119400
1251,Germany,1999,male,8082,38021800
1252,Germany,2000,female,2937,40151408
1253,Germany,2000,male,8136,38090658
1254,Germany,2001,female,2971,40218646
1255,Germany,2001,male,8196,38202868
1256,Germany,2002,female,3059,40299528
1257,Germany,2002,male,8117,38334243
1258,Germany,2003,female,2973,40338834
1259,Germany,2003,male,8182,38417627
1260,Germany,2004,female,2795,40353293
1261,Germany,2004,male,7946,38458521
1262,Germany,2005,female,2739,40354959
1263,Germany,2005,male,7531,38496295
1264,Germany,2006,female,2544,40325579
1265,Germany,2006,male,7231,38503415
1266,Germany,2007,female,2397,40277631
1267,Germany,2007,male,7012,38498954
1268,Germany,2008,female,2414,40198316
1269,Germany,2008,male,7045,38464473
1270,Germany,2009,female,2373,40073381
1271,Germany,2009,male,7206,38375221
1272,Germany,2010,female,2559,39997721
1273,Germany,2010,male,7471,38351346
1274,Germany,2011,female,2502,39965852
1275,Germany,2011,male,7651,38405288
1276,Germany,2012,female,2607,39981964
1277,Germany,2012,male,7289,38526151
1278,Germany,2013,female,2635,39533523
1279,Germany,2013,male,7456,37737465
1280,Germany,2014,female,2588,39615918
1281,Germany,2014,male,7629,37936451
1282,Germany,2015,female,2685,39783984
1283,Germany,2015,male,7403,38352699
1284,Greece,1985,female,128,4729100
1285,Greece,1985,male,277,4546300
1286,Greece,1986,female,101,4757700
1287,Greece,1986,male,292,4576300
1288,Greece,1987,female,114,4781100
1289,Greece,1987,male,296,4606300
1290,Greece,1988,female,115,4813000
1291,Greece,1988,male,288,4637000
1292,Greece,1989,female,105,4851000
1293,Greece,1989,male,278,4676500
1294,Greece,1990,female,78,4892800
1295,Greece,1990,male,271,4724200
1296,Greece,1991,female,84,4942931
1297,Greece,1991,male,297,4778213
1298,Greece,1992,female,72,4991636
1299,Greece,1992,male,279,4842519
1300,Greece,1993,female,104,5033544
1301,Greece,1993,male,308,4896861
1302,Greece,1994,female,74,5073152
1303,Greece,1994,male,281,4945780
1304,Greece,1995,female,64,5111194
1305,Greece,1995,male,306,4990438
1306,Greece,1996,female,62,5147549
1307,Greece,1996,male,294,5030930
1308,Greece,1997,female,55,5181814
1309,Greece,1997,male,319,5066992
1310,Greece,1998,female,88,5212730
1311,Greece,1998,male,315,5097900
1312,Greece,1999,female,85,5239199
1313,Greece,1999,male,296,5123164
1314,Greece,2000,female,84,5260557
1315,Greece,2000,male,298,5142502
1316,Greece,2001,female,48,5281372
1317,Greece,2001,male,286,5160157
1318,Greece,2002,female,66,5302721
1319,Greece,2002,male,257,5179324
1320,Greece,2003,female,69,5320545
1321,Greece,2003,male,306,5195120
1322,Greece,2004,female,68,5336830
1323,Greece,2004,male,285,5210460
1324,Greece,2005,female,79,5354375
1325,Greece,2005,male,321,5228441
1326,Greece,2006,female,68,5372005
1327,Greece,2006,male,326,5246886
1328,Greece,2007,female,60,5388842
1329,Greece,2007,male,268,5264749
1330,Greece,2008,female,65,5405704
1331,Greece,2008,male,308,5281019
1332,Greece,2009,female,58,5423296
1333,Greece,2009,male,333,5296322
1334,Greece,2010,female,41,5431842
1335,Greece,2010,male,336,5303542
1336,Greece,2011,female,84,5428292
1337,Greece,2011,male,393,5300432
1338,Greece,2012,female,91,5391362
1339,Greece,2012,male,417,5148440
1340,Greece,2013,female,108,5365176
1341,Greece,2013,male,425,5066113
1342,Greece,2014,female,115,5352598
1343,Greece,2014,male,450,5027949
1344,Greece,2015,female,107,5336865
1345,Greece,2015,male,422,4994421
1346,Hungary,1991,female,1113,5094860
1347,Hungary,1991,male,2880,4662906
1348,Hungary,1992,female,1061,5098281
1349,Hungary,1992,male,2939,4656675
1350,Hungary,1993,female,979,5099944
1351,Hungary,1993,male,2715,4647958
1352,Hungary,1994,female,898,5101598
1353,Hungary,1994,male,2727,4639219
1354,Hungary,1995,female,891,5104788
1355,Hungary,1995,male,2475,4632460
1356,Hungary,1996,female,916,5108827
1357,Hungary,1996,male,2520,4628423
1358,Hungary,1997,female,825,5112484
1359,Hungary,1997,male,2383,4625297
1360,Hungary,1998,female,777,5114532
1361,Hungary,1998,male,2468,4619841
1362,Hungary,1999,female,778,5012914
1363,Hungary,1999,male,2548,4540150
1364,Hungary,2000,female,806,5001212
1365,Hungary,2000,male,2463,4525822
1366,Hungary,2001,female,696,5108202
1367,Hungary,2001,male,2282,4596396
1368,Hungary,2002,female,647,5097682
1369,Hungary,2002,male,2192,4582482
1370,Hungary,2003,female,640,5085880
1371,Hungary,2003,male,2160,4566653
1372,Hungary,2004,female,655,5076332
1373,Hungary,2004,male,2087,4553712
1374,Hungary,2005,female,593,5065815
1375,Hungary,2005,male,2026,4543128
1376,Hungary,2006,female,600,5056204
1377,Hungary,2006,male,1861,4534906
1378,Hungary,2007,female,571,5046647
1379,Hungary,2007,male,1879,4526291
1380,Hungary,2008,female,566,5035613
1381,Hungary,2008,male,1910,4517171
1382,Hungary,2009,female,559,5024813
1383,Hungary,2009,male,1901,4509424
1384,Hungary,2010,female,547,5012763
1385,Hungary,2010,male,1942,4501242
1386,Hungary,2011,female,574,5001593
1387,Hungary,2011,male,1846,4493418
1388,Hungary,2012,female,546,4972457
1389,Hungary,2012,male,1803,4480724
1390,Hungary,2013,female,505,4959970
1391,Hungary,2013,male,1587,4473870
1392,Hungary,2014,female,447,4946198
1393,Hungary,2014,male,1478,4466590
1394,Hungary,2015,female,479,4930381
1395,Hungary,2015,male,1389,4459138
1396,Hungary,2016,female,446,4439294
1397,Hungary,2016,male,1315,3951076
1398,Iceland,1985,female,7,109600
1399,Iceland,1985,male,25,110500
1400,Iceland,1986,female,12,110700
1401,Iceland,1986,male,25,111600
1402,Iceland,1987,female,14,112300
1403,Iceland,1987,male,22,113300
1404,Iceland,1988,female,5,114300
1405,Iceland,1988,male,30,114900
1406,Iceland,1989,female,6,115600
1407,Iceland,1989,male,16,116400
1408,Iceland,1990,female,5,116500
1409,Iceland,1990,male,35,116800
1410,Iceland,1991,female,8,118000
1411,Iceland,1991,male,29,117900
1412,Iceland,1992,female,5,118900
1413,Iceland,1992,male,23,119100
1414,Iceland,1993,female,7,120100
1415,Iceland,1993,male,19,120400
1416,Iceland,1994,female,4,121200
1417,Iceland,1994,male,21,121500
1418,Iceland,1995,female,5,122200
1419,Iceland,1995,male,22,122500
1420,Iceland,1996,female,5,123200
1421,Iceland,1996,male,28,123300
1422,Iceland,1997,female,7,124430
1423,Iceland,1997,male,26,124499
1424,Iceland,1998,female,7,126142
1425,Iceland,1998,male,23,126111
1426,Iceland,1999,female,7,127953
1427,Iceland,1999,male,24,127867
1428,Iceland,2000,female,8,129920
1429,Iceland,2000,male,42,129803
1430,Iceland,2001,female,8,131835
1431,Iceland,2001,male,28,131903
1432,Iceland,2002,female,10,133279
1433,Iceland,2002,male,20,133176
1434,Iceland,2003,female,6,134278
1435,Iceland,2003,male,20,134052
1436,Iceland,2004,female,9,135570
1437,Iceland,2004,male,26,136018
1438,Iceland,2005,female,9,137115
1439,Iceland,2005,male,24,137814
1440,Iceland,2006,female,10,139526
1441,Iceland,2006,male,22,143473
1442,Iceland,2007,female,7,141928
1443,Iceland,2007,male,30,147784
1444,Iceland,2008,female,11,145221
1445,Iceland,2008,male,27,151615
1446,Iceland,2009,female,7,146495
1447,Iceland,2009,male,29,149709
1448,Iceland,2010,female,10,146680
1449,Iceland,2010,male,36,147940
1450,Iceland,2011,female,5,147390
1451,Iceland,2011,male,22,148085
1452,Iceland,2012,female,11,148401
1453,Iceland,2012,male,26,148837
1454,Iceland,2013,female,14,149995
1455,Iceland,2013,male,35,150461
1456,Iceland,2014,female,11,151881
1457,Iceland,2014,male,33,152591
1458,Iceland,2015,female,11,153642
1459,Iceland,2015,male,29,154912
1460,Iceland,2016,female,4,133651
1461,Iceland,2016,male,36,135122
1462,Ireland,1985,female,60,1607500
1463,Ireland,1985,male,216,1600700
1464,Ireland,1986,female,67,1613400
1465,Ireland,1986,male,215,1603300
1466,Ireland,1987,female,60,1620300
1467,Ireland,1987,male,185,1609400
1468,Ireland,1988,female,71,1622900
1469,Ireland,1988,male,195,1610600
1470,Ireland,1989,female,65,1617900
1471,Ireland,1989,male,213,1605300
1472,Ireland,1990,female,83,1618200
1473,Ireland,1990,male,251,1605800
1474,Ireland,1991,female,63,1639100
1475,Ireland,1991,male,282,1613000
1476,Ireland,1992,female,58,1654100
1477,Ireland,1992,male,304,1629300
1478,Ireland,1993,female,67,1666000
1479,Ireland,1993,male,259,1640500
1480,Ireland,1994,female,90,1676600
1481,Ireland,1994,male,304,1649400
1482,Ireland,1995,female,83,1689100
1483,Ireland,1995,male,320,1656800
1484,Ireland,1996,female,63,1704300
1485,Ireland,1996,male,345,1671500
1486,Ireland,1997,female,90,1723570
1487,Ireland,1997,male,376,1690715
1488,Ireland,1998,female,73,1741347
1489,Ireland,1998,male,425,1708068
1490,Ireland,1999,female,82,1757230
1491,Ireland,1999,male,342,1724641
1492,Ireland,2000,female,82,1777643
1493,Ireland,2000,male,381,1745733
1494,Ireland,2001,female,79,1801283
1495,Ireland,2001,male,409,1772691
1496,Ireland,2002,female,81,1835449
1497,Ireland,2002,male,368,1804124
1498,Ireland,2003,female,96,1862447
1499,Ireland,2003,male,358,1831632
1500,Ireland,2004,female,74,1890301
1501,Ireland,2004,male,390,1862378
1502,Ireland,2005,female,88,1926835
1503,Ireland,2005,male,363,1906522
1504,Ireland,2006,female,80,1970963
1505,Ireland,2006,male,372,1966615
1506,Ireland,2007,female,96,2016086
1507,Ireland,2007,male,362,2010621
1508,Ireland,2008,female,120,2056150
1509,Ireland,2008,male,386,2038042
1510,Ireland,2009,female,105,2075286
1511,Ireland,2009,male,422,2042381
1512,Ireland,2010,female,100,2145725
1513,Ireland,2010,male,386,2119132
1514,Ireland,2011,female,96,2130308
